_id,Year/Année,Name/Nom,Frequency/Fréquence
8021,1936,LAURETTA,8
8022,1936,LAURETTE,6
8023,1936,LEAH,8
8024,1936,LEILA,11
8025,1936,LENA,11
8026,1936,LENORA,7
8027,1936,LENORE,14
8028,1936,LEOLA,7
8029,1936,LEONA,56
8030,1936,LEONE,10
8031,1936,LETA,8
8032,1936,LILA,20
8033,1936,LILIAN,15
8034,1936,LILLIAN,132
8035,1936,LILLIE,7
8036,1936,LILY,22
8037,1936,LINA,7
8038,1936,LINDA,26
8039,1936,LOIS,276
8040,1936,LOLA,18
8041,1936,LORAINE,15
8042,1936,LOREEN,6
8043,1936,LORENE,7
8044,1936,LORETTA,43
8045,1936,LORNA,64
8046,1936,LORRAINE,114
8047,1936,LOUISA,11
8048,1936,LOUISE,52
8049,1936,LUCIENNE,8
8050,1936,LUCILLE,26
8051,1936,LUCY,18
8052,1936,LUELLA,12
8053,1936,LYDIA,13
8054,1936,M,16
8055,1936,MABEL,40
8056,1936,MABLE,15
8057,1936,MADELEINE,15
8058,1936,MADELINE,28
8059,1936,MAE,18
8060,1936,MARCELLA,11
8061,1936,MARCIA,15
8062,1936,MARGARET,1004
8063,1936,MARGARETTE,7
8064,1936,MARGERY,11
8065,1936,MARGOT,11
8066,1936,MARGRET,30
8067,1936,MARGUERITE,66
8068,1936,MARIA,48
8069,1936,MARIAN,76
8070,1936,MARIANNE,18
8071,1936,MARIE,2197
8072,1936,MARILYN,486
8073,1936,MARILYNN,10
8074,1936,MARINA,23
8075,1936,MARION,287
8076,1936,MARJORIE,207
8077,1936,MARJORY,34
8078,1936,MARLENE,214
8079,1936,MARLYN,21
8080,1936,MARTHA,34
8081,1936,MARY,2006
8082,1936,MARYLYN,25
8083,1936,MATILDA,6
8084,1936,MAUREEN,67
8085,1936,MAVIS,12
8086,1936,MAXINE,27
8087,1936,MAY,17
8088,1936,MELBA,9
8089,1936,MERILYN,13
8090,1936,MERLE,22
8091,1936,MILDRED,108
8092,1936,MINNIE,10
8093,1936,MIRIAM,31
8094,1936,MOLLY,14
8095,1936,MONA,21
8096,1936,MONICA,11
8097,1936,MONIQUE,6
8098,1936,MURIEL,128
8099,1936,MYRA,11
8100,1936,MYRNA,50
8101,1936,MYRTLE,30
8102,1936,NADIA,6
8103,1936,NANCY,238
8104,1936,NAOMI,10
8105,1936,NELDA,10
8106,1936,NELLIE,20
8107,1936,NINA,15
8108,1936,NOLA,6
8109,1936,NORA,37
8110,1936,NORAH,12
8111,1936,NOREEN,34
8112,1936,NORMA,252
8113,1936,OLGA,39
8114,1936,OLIVE,50
8115,1936,PAMELA,8
8116,1936,PATRICA,10
8117,1936,PATRICIA,606
8118,1936,PATSY,6
8119,1936,PAULA,7
8120,1936,PAULINE,85
8121,1936,PEARL,28
8122,1936,PEGGY,17
8123,1936,PHILLIS,8
8124,1936,PHYLIS,19
8125,1936,PHYLLIS,144
8126,1936,PRISCILLA,6
8127,1936,RACHEL,10
8128,1936,RAE,6
8129,1936,REBECCA,7
8130,1936,RENA,14
8131,1936,RETA,51
8132,1936,RHODA,22
8133,1936,RITA,71
8134,1936,ROBERTA,52
8135,1936,ROCHELLE,10
8136,1936,ROMA,7
8137,1936,ROSA,11
8138,1936,ROSE,154
8139,1936,ROSEMARIE,12
8140,1936,ROSEMARY,55
8141,1936,ROSIE,10
8142,1936,RUBY,65
8143,1936,RUTH,317
8144,1936,SADIE,6
8145,1936,SALLY,43
8146,1936,SANDRA,106
8147,1936,SARAH,45
8148,1936,SHARON,38
8149,1936,SHEILA,125
8150,1936,SHELIA,7
8151,1936,SHERLEY,6
8152,1936,SHIELA,17
8153,1936,SHIRLEY,1274
8154,1936,SHIRLY,15
8155,1936,SONIA,15
8156,1936,SONJA,6
8157,1936,SONYA,8
8158,1936,SOPHIE,6
8159,1936,STELLA,40
8160,1936,STEPHANIE,7
8161,1936,SUSAN,29
8162,1936,SUSANNE,6
8163,1936,SUZANNE,28
8164,1936,SYBIL,11
8165,1936,SYLVIA,148
8166,1936,TERESA,22
8167,1936,THELMA,69
8168,1936,THERESA,71
8169,1936,THERESE,33
8170,1936,VALERIE,31
8171,1936,VELMA,29
8172,1936,VERA,77
8173,1936,VERNA,84
8174,1936,VERONICA,16
8175,1936,VICTORIA,21
8176,1936,VIOLA,32
8177,1936,VIOLET,72
8178,1936,VIRGINIA,44
8179,1936,VIVIAN,47
8180,1936,WANDA,26
8181,1936,WENDY,11
8182,1936,WILDA,12
8183,1936,WILLIAM,12
8184,1936,WILMA,68
8185,1936,WINIFRED,21
8186,1936,WINNIFRED,30
8187,1936,YVETTE,9
8188,1936,YVONNE,97
8189,1937,ADA,22
8190,1937,ADELE,8
8191,1937,ADELINE,8
8192,1937,ADRIENNE,6
8193,1937,AGNES,79
8194,1937,AILEEN,14
8195,1937,ALBERTA,14
8196,1937,ALEXANDRA,8
8197,1937,ALICE,167
8198,1937,ALINE,12
8199,1937,ALISON,7
8200,1937,ALMA,32
8201,1937,AMELIA,13
8202,1937,AMY,15
8203,1937,ANGELA,18
8204,1937,ANGELINE,14
8205,1937,ANITA,51
8206,1937,ANJA,6
8207,1937,ANN,124
8208,1937,ANNA,116
8209,1937,ANNABELLE,7
8210,1937,ANNE,139
8211,1937,ANNETTE,36
8212,1937,ANNIE,87
8213,1937,ANTOINETTE,10
8214,1937,ARLENE,86
8215,1937,ARLINE,19
8216,1937,AUDREY,199
8217,1937,AUDRY,9
8218,1937,BABE,9
8219,1937,BABY,259
8220,1937,BARBARA,887
8221,1937,BARBRA,11
8222,1937,BEATRICE,78
8223,1937,BERNADETTE,16
8224,1937,BERNICE,90
8225,1937,BERTHA,37
8226,1937,BERYL,9
8227,1937,BESSIE,22
8228,1937,BETTE,9
8229,1937,BETTY,320
8230,1937,BEULAH,15
8231,1937,BEVERLEY,257
8232,1937,BEVERLY,214
8233,1937,BLANCHE,18
8234,1937,BONNIE,23
8235,1937,BRENDA,13
8236,1937,BRIDGET,8
8237,1937,CARMEL,9
8238,1937,CAROL,343
8239,1937,CAROLE,140
8240,1937,CAROLINE,37
8241,1937,CAROLYN,84
8242,1937,CARROL,15
8243,1937,CATHARINE,27
8244,1937,CATHERINE,170
8245,1937,CECELIA,13
8246,1937,CECILE,24
8247,1937,CECILIA,13
8248,1937,CHARLOTTE,36
8249,1937,CHRISTINA,28
8250,1937,CHRISTINE,13
8251,1937,CLAIRE,20
8252,1937,CLARA,51
8253,1937,CLARE,10
8254,1937,CLARICE,6
8255,1937,CLAUDETTE,21
8256,1937,CLAUDIA,6
8257,1937,COLLEEN,37
8258,1937,CONSTANCE,58
8259,1937,CORA,17
8260,1937,CORINNE,8
8261,1937,CYNTHIA,15
8262,1937,DAISY,18
8263,1937,DAPHNE,8
8264,1937,DARLENE,24
8265,1937,DAWN,26
8266,1937,DEANNA,56
8267,1937,DEANNE,7
8268,1937,DEBORAH,7
8269,1937,DELIA,6
8270,1937,DELLA,10
8271,1937,DELORES,24
8272,1937,DENISE,23
8273,1937,DIANA,37
8274,1937,DIANE,93
8275,1937,DIANNE,25
8276,1937,DOLORES,64
8277,1937,DONA,31
8278,1937,DONALD,6
8279,1937,DONALDA,14
8280,1937,DONELDA,7
8281,1937,DONNA,420
8282,1937,DORA,32
8283,1937,DOREEN,208
8284,1937,DORIS,192
8285,1937,DOROTHEA,10
8286,1937,DOROTHY,422
8287,1937,DORTHY,21
8288,1937,EARLA,6
8289,1937,EDITH,124
8290,1937,EDNA,103
8291,1937,EDYTHE,12
8292,1937,EFFIE,7
8293,1937,EILEEN,93
8294,1937,EILLEEN,6
8295,1937,ELAINE,108
8296,1937,ELEANOR,204
8297,1937,ELEANORE,10
8298,1937,ELENOR,10
8299,1937,ELINOR,20
8300,1937,ELISABETH,7
8301,1937,ELIZABETH,549
8302,1937,ELIZEBETH,26
8303,1937,ELLA,23
8304,1937,ELLEN,63
8305,1937,ELSA,6
8306,1937,ELSIE,100
8307,1937,ELVA,17
8308,1937,EMILY,33
8309,1937,EMMA,19
8310,1937,ENID,7
8311,1937,ERMA,14
8312,1937,ERNA,7
8313,1937,ESTHER,41
8314,1937,ETHEL,63
8315,1937,ETTA,8
8316,1937,EUNICE,19
8317,1937,EVA,72
8318,1937,EVANGELINE,6
8319,1937,EVELINE,6
8320,1937,EVELYN,187
8321,1937,FAITH,11
8322,1937,FAY,13
8323,1937,FAYE,13
8324,1937,FERN,25
8325,1937,FERNANDE,6
8326,1937,FLORA,19
8327,1937,FLORANCE,6
8328,1937,FLORENCE,164
8329,1937,FLOSSIE,7
8330,1937,FRANCES,208
8331,1937,FRANCIS,47
8332,1937,FRANCOISE,6
8333,1937,FREDA,28
8334,1937,GAIL,96
8335,1937,GALE,10
8336,1937,GAYLE,18
8337,1937,GENEVIEVE,7
8338,1937,GEORGETTE,13
8339,1937,GEORGINA,41
8340,1937,GERALDINE,93
8341,1937,GERMAINE,8
8342,1937,GERTRUDE,56
8343,1937,GISELE,7
8344,1937,GLADYS,104
8345,1937,GLENDA,25
8346,1937,GLENNA,12
8347,1937,GLORIA,139
8348,1937,GRACE,117
8349,1937,GRETA,9
8350,1937,GWENDOLINE,6
8351,1937,GWENDOLYN,52
8352,1937,HANNAH,7
8353,1937,HARRIET,21
8354,1937,HARRIETT,8
8355,1937,HAZEL,58
8356,1937,HEATHER,26
8357,1937,HELEN,578
8358,1937,HELENA,10
8359,1937,HELENE,18
8360,1937,HELLEN,15
8361,1937,HILDA,43
8362,1937,IDA,41
8363,1937,ILA,8
8364,1937,ILEEN,6
8365,1937,ILENE,11
8366,1937,INA,15
8367,1937,INEZ,14
8368,1937,INFANT,44
8369,1937,INGRID,6
8370,1937,IONA,9
8371,1937,IRENA,6
8372,1937,IRENE,175
8373,1937,IRIS,24
8374,1937,IRMA,16
8375,1937,ISABEL,36
8376,1937,ISABELLA,14
8377,1937,ISABELLE,17
8378,1937,ISOBEL,13
8379,1937,IVA,7
8380,1937,IVY,9
8381,1937,JACQUELINE,121
8382,1937,JAMES,7
8383,1937,JANE,79
8384,1937,JANET,174
8385,1937,JANETTE,8
8386,1937,JANICE,51
8387,1937,JEAN,312
8388,1937,JEANETTE,76
8389,1937,JEANIE,7
8390,1937,JEANINE,7
8391,1937,JEANNE,18
8392,1937,JEANNETTE,28
8393,1937,JEANNINE,17
8394,1937,JENNIE,19
8395,1937,JESSIE,46
8396,1937,JILL,15
8397,1937,JOAN,716
8398,1937,JOANN,7
8399,1937,JO-ANN,8
8400,1937,JOANNE,91
8401,1937,JOHN,8
8402,1937,JOSEPH,18
8403,1937,JOSEPHINE,54
8404,1937,JOY,26
8405,1937,JOYCE,279
8406,1937,JUANITA,12
8407,1937,JUDITH,77
8408,1937,JULIA,45
8409,1937,JULIETTE,8
8410,1937,JUNE,169
8411,1937,KAREN,22
8412,1937,KATHALEEN,9
8413,1937,KATHARINE,14
8414,1937,KATHERINE,52
8415,1937,KATHLEEN,168
8416,1937,KATHRINE,6
8417,1937,KATHRYN,34
8418,1937,KATIE,6
8419,1937,KAY,8
8420,1937,LAURA,59
8421,1937,LAURENE,6
8422,1937,LAURETTA,6
8423,1937,LEAH,9
8424,1937,LEILA,7
8425,1937,LENA,16
8426,1937,LENORA,12
8427,1937,LENORE,18
8428,1937,LEONA,50
8429,1937,LILA,17
8430,1937,LILIAN,18
8431,1937,LILLIAN,122
8432,1937,LILLY,6
8433,1937,LILY,13
8434,1937,LINDA,30
8435,1937,LOIS,247
8436,1937,LOLA,17
8437,1937,LORAINE,29
8438,1937,LOREEN,7
8439,1937,LORENE,10
8440,1937,LORETTA,45
8441,1937,LORNA,67
8442,1937,LORRAINE,92
8443,1937,LOUIS,7
8444,1937,LOUISE,58
8445,1937,LUCIA,6
8446,1937,LUCILLE,32
8447,1937,LUCY,35
8448,1937,LUELLA,10
8449,1937,LYDIA,10
8450,1937,LYNDA,9
8451,1937,LYNNE,8
8452,1937,M,11
8453,1937,MABEL,39
8454,1937,MABLE,10
8455,1937,MADELEINE,17
8456,1937,MADELINE,26
8457,1937,MAE,19
8458,1937,MARCIA,11
8459,1937,MARGARET,1025
8460,1937,MARGARETTE,6
8461,1937,MARGERET,7
8462,1937,MARGERY,15
8463,1937,MARGO,8
8464,1937,MARGORIE,9
8465,1937,MARGOT,7
8466,1937,MARGRET,31
8467,1937,MARGUERITE,70
8468,1937,MARIA,40
8469,1937,MARIAN,72
8470,1937,MARIANNE,12
8471,1937,MARIE,2168
8472,1937,MARILYN,489
8473,1937,MARILYNN,15
8474,1937,MARINA,12
8475,1937,MARION,296
8476,1937,MARJORIE,212
8477,1937,MARJORY,30
8478,1937,MARLENE,304
8479,1937,MARLINE,6
8480,1937,MARLYN,24
8481,1937,MARSHA,6
8482,1937,MARTHA,55
8483,1937,MARY,1936
8484,1937,MARYLIN,10
8485,1937,MARYLN,7
8486,1937,MARYLYN,6
8487,1937,MATILDA,7
8488,1937,MAUREEN,53
8489,1937,MAVIS,22
8490,1937,MAXINE,25
8491,1937,MAY,22
8492,1937,MELBA,10
8493,1937,MELVA,6
8494,1937,MERILYN,9
8495,1937,MERLE,21
8496,1937,MERNA,6
8497,1937,MILDRED,89
8498,1937,MILLICENT,8
8499,1937,MINNIE,7
8500,1937,MIRIAM,18
8501,1937,MOLLY,9
8502,1937,MONA,19
8503,1937,MONICA,12
8504,1937,MONIQUE,7
8505,1937,MURIEL,101
8506,1937,MYRA,7
8507,1937,MYRNA,84
8508,1937,MYRTLE,32
8509,1937,NANCY,215
8510,1937,NAOMI,6
8511,1937,NATALIE,8
8512,1937,NELDA,9
8513,1937,NELLIE,24
8514,1937,NINA,12
8515,1937,NOLA,7
8516,1937,NORA,37
8517,1937,NOREEN,21
8518,1937,NORINE,10
8519,1937,NORMA,183
8520,1937,OLGA,36
8521,1937,OLIVE,29
8522,1937,PAMELA,15
8523,1937,PATRICA,18
8524,1937,PATRICIA,736
8525,1937,PATSY,17
8526,1937,PAULA,10
8527,1937,PAULINE,71
8528,1937,PEARL,38
8529,1937,PEGGY,22
8530,1937,PENELOPE,7
8531,1937,PHOEBE,7
8532,1937,PHYLIS,12
8533,1937,PHYLLIS,119
8534,1937,PIERRETTE,6
8535,1937,RACHEL,13
8536,1937,REBECCA,6
8537,1937,RENA,7
8538,1937,RETA,34
8539,1937,REVA,8
8540,1937,RHODA,10
8541,1937,RITA,86
8542,1937,ROBERT,11
8543,1937,ROBERTA,53
8544,1937,ROCHELLE,10
8545,1937,ROSALIE,13
8546,1937,ROSE,159
8547,1937,ROSEMARIE,13
8548,1937,ROSEMARY,46
8549,1937,ROSIE,13
8550,1937,RUBY,67
8551,1937,RUTH,342
8552,1937,SADIE,12
8553,1937,SALLY,51
8554,1937,SANDRA,177
8555,1937,SARA,10
8556,1937,SARAH,55
8557,1937,SHARON,41
8558,1937,SHEILA,162
8559,1937,SHERLEY,7
8560,1937,SHIELA,8
8561,1937,SHIRLEY,978
8562,1937,SHIRLY,9
8563,1937,SIMONE,7
8564,1937,SONDRA,6
8565,1937,SONIA,11
8566,1937,SONJA,13
8567,1937,SONYA,13
8568,1937,SOPHIA,6
8569,1937,SOPHIE,6
8570,1937,STELLA,38
8571,1937,SUSAN,40
8572,1937,SUZANNE,25
8573,1937,SYBIL,6
8574,1937,SYLVIA,150
8575,1937,TERESA,31
8576,1937,THELMA,64
8577,1937,THERESA,58
8578,1937,THERESE,28
8579,1937,VALERIE,28
8580,1937,VELDA,6
8581,1937,VELMA,42
8582,1937,VERA,59
8583,1937,VERNA,66
8584,1937,VERONICA,24
8585,1937,VICTORIA,19
8586,1937,VIOLA,33
8587,1937,VIOLET,69
8588,1937,VIRGINIA,59
8589,1937,VIVIAN,48
8590,1937,WANDA,36
8591,1937,WENDY,12
8592,1937,WILDA,11
8593,1937,WILLIAM,12
8594,1937,WILMA,46
8595,1937,WINIFRED,8
8596,1937,WINNIFRED,36
8597,1937,YVETTE,9
8598,1937,YVONNE,89
8599,1938,ADA,30
8600,1938,ADELE,13
8601,1938,ADRIENNE,8
8602,1938,AGNES,62
8603,1938,AILEEN,10
8604,1938,ALBERTA,13
8605,1938,ALDA,6
8606,1938,ALEXANDRA,9
8607,1938,ALFREDA,7
8608,1938,ALICE,171
8609,1938,ALINE,9
8610,1938,ALMA,32
8611,1938,AMELIA,7
8612,1938,AMY,16
8613,1938,ANDREA,11
8614,1938,ANGELA,17
8615,1938,ANGELINE,13
8616,1938,ANITA,51
8617,1938,ANN,124
8618,1938,ANNA,121
8619,1938,ANNE,137
8620,1938,ANNETTE,38
8621,1938,ANNIE,87
8622,1938,ANTOINETTE,6
8623,1938,ARLEEN,12
8624,1938,ARLENE,85
8625,1938,ARLINE,7
8626,1938,AUDREY,190
8627,1938,AUDRY,10
8628,1938,BABE,14
8629,1938,BABY,324
8630,1938,BARBARA,979
8631,1938,BARBRA,9
8632,1938,BEATRICE,87
8633,1938,BERNADETTE,12
8634,1938,BERNICE,76
8635,1938,BERTHA,27
8636,1938,BERYL,13
8637,1938,BESSIE,16
8638,1938,BETH,7
8639,1938,BETTE,15
8640,1938,BETTY,388
8641,1938,BEULAH,9
8642,1938,BEVERELY,8
8643,1938,BEVERLEY,305
8644,1938,BEVERLY,214
8645,1938,BLANCHE,26
8646,1938,BONITA,7
8647,1938,BONNIE,26
8648,1938,BRENDA,24
8649,1938,CARMEN,11
8650,1938,CAROL,472
8651,1938,CAROLE,167
8652,1938,CAROLINE,46
8653,1938,CAROLYN,120
8654,1938,CARROL,18
8655,1938,CARROLL,8
8656,1938,CATHARINE,30
8657,1938,CATHERINE,192
8658,1938,CECELIA,12
8659,1938,CECILE,29
8660,1938,CECILIA,14
8661,1938,CELIA,6
8662,1938,CHARLENE,9
8663,1938,CHARLOTTE,47
8664,1938,CHRISTENA,10
8665,1938,CHRISTINA,26
8666,1938,CHRISTINE,13
8667,1938,CLAIRE,34
8668,1938,CLARA,41
8669,1938,CLAUDETTE,45
8670,1938,CLAUDIA,11
8671,1938,CLEMENCE,6
8672,1938,COLLEEN,27
8673,1938,CONNIE,6
8674,1938,CONSTANCE,94
8675,1938,CORA,11
8676,1938,CORINNE,7
8677,1938,CYNTHIA,12
8678,1938,DAISY,10
8679,1938,DALE,7
8680,1938,DARLENE,39
8681,1938,DAWN,25
8682,1938,DEANNA,68
8683,1938,DEBORAH,6
8684,1938,DELLA,9
8685,1938,DELORES,25
8686,1938,DELPHINE,7
8687,1938,DENISE,27
8688,1938,DIANA,59
8689,1938,DIANE,106
8690,1938,DIANNA,11
8691,1938,DIANNE,54
8692,1938,DIXIE,6
8693,1938,DOLORES,50
8694,1938,DONA,23
8695,1938,DONALDA,12
8696,1938,DONELDA,7
8697,1938,DONNA,450
8698,1938,DORA,22
8699,1938,DOREEN,197
8700,1938,DORENE,10
8701,1938,DORIS,170
8702,1938,DOROTHY,415
8703,1938,DORTHY,17
8704,1938,EDITH,140
8705,1938,EDNA,73
8706,1938,EDYTHE,9
8707,1938,EILA,9
8708,1938,EILEEN,94
8709,1938,ELAINE,119
8710,1938,ELDA,6
8711,1938,ELEANOR,204
8712,1938,ELEANORE,6
8713,1938,ELENOR,6
8714,1938,ELINOR,9
8715,1938,ELISABETH,12
8716,1938,ELIZABETH,513
8717,1938,ELIZEBETH,20
8718,1938,ELLA,26
8719,1938,ELLEN,75
8720,1938,ELMA,6
8721,1938,ELSA,6
8722,1938,ELSIE,105
8723,1938,ELVA,17
8724,1938,ELVIRA,7
8725,1938,EMILY,40
8726,1938,EMMA,22
8727,1938,ENID,13
8728,1938,ERLA,7
8729,1938,ERMA,14
8730,1938,ERNA,7
8731,1938,ESTELLE,11
8732,1938,ESTHER,41
8733,1938,ETHEL,99
8734,1938,EUNICE,23
8735,1938,EVA,73
8736,1938,EVELYN,149
8737,1938,FAITH,18
8738,1938,FAY,15
8739,1938,FAYE,17
8740,1938,FERN,15
8741,1938,FERNANDE,6
8742,1938,FLORA,19
8743,1938,FLORANCE,7
8744,1938,FLORENCE,158
8745,1938,FRANCES,219
8746,1938,FRANCIS,61
8747,1938,FRANCOISE,12
8748,1938,FREDA,25
8749,1938,GAIL,142
8750,1938,GALE,8
8751,1938,GAYLE,12
8752,1938,GENEVIEVE,13
8753,1938,GEORGETTE,8
8754,1938,GEORGINA,43
8755,1938,GERALDINE,87
8756,1938,GERMAINE,6
8757,1938,GERTRUDE,46
8758,1938,GLADYS,94
8759,1938,GLENDA,39
8760,1938,GLENNA,22
8761,1938,GLORIA,182
8762,1938,GOLDIE,9
8763,1938,GRACE,101
8764,1938,GRETA,8
8765,1938,GWENDOLINE,8
8766,1938,GWENDOLYN,63
8767,1938,GWENETH,6
8768,1938,HARRIET,18
8769,1938,HAZEL,52
8770,1938,HEATHER,49
8771,1938,HELEN,594
8772,1938,HELENA,13
8773,1938,HELENE,14
8774,1938,HELLEN,8
8775,1938,HENRIETTA,9
8776,1938,HILDA,34
8777,1938,HUGUETTE,6
8778,1938,IDA,26
8779,1938,ILENE,9
8780,1938,INA,15
8781,1938,INEZ,18
8782,1938,INFANT,64
8783,1938,IONA,7
8784,1938,IRENE,160
8785,1938,IRIS,29
8786,1938,IRMA,12
8787,1938,ISABEL,37
8788,1938,ISABELL,9
8789,1938,ISABELLA,14
8790,1938,ISABELLE,24
8791,1938,ISOBEL,21
8792,1938,IVA,14
8793,1938,IVY,8
8794,1938,JACQUELINE,155
8795,1938,JACQUELYN,13
8796,1938,JANE,92
8797,1938,JANET,168
8798,1938,JANETTE,10
8799,1938,JANICE,54
8800,1938,JEAN,292
8801,1938,JEANETTE,73
8802,1938,JEANINE,7
8803,1938,JEANNE,31
8804,1938,JEANNETTE,32
8805,1938,JEANNINE,18
8806,1938,JENNIE,17
8807,1938,JENNY,13
8808,1938,JESSIE,56
8809,1938,JILL,15
8810,1938,JOAN,690
8811,1938,JO-ANN,10
8812,1938,JOANNA,6
8813,1938,JOANNE,88
8814,1938,JO-ANNE,7
8815,1938,JOHANNA,11
8816,1938,JOHN,6
8817,1938,JOSEPH,12
8818,1938,JOSEPHINE,44
8819,1938,JOY,39
8820,1938,JOYCE,294
8821,1938,JUANITA,9
8822,1938,JUDITH,193
8823,1938,JULIA,41
8824,1938,JULIE,9
8825,1938,JULIETTE,6
8826,1938,JUNE,210
8827,1938,KAREN,50
8828,1938,KATHALEEN,6
8829,1938,KATHARINE,29
8830,1938,KATHERINE,67
8831,1938,KATHLEEN,162
8832,1938,KATHRYN,32
8833,1938,KAY,7
8834,1938,LAURA,86
8835,1938,LAUREL,8
8836,1938,LAURENE,6
8837,1938,LAURETTE,7
8838,1938,LAVINA,6
8839,1938,LEAH,7
8840,1938,LENA,16
8841,1938,LENORA,12
8842,1938,LENORE,13
8843,1938,LEOLA,6
8844,1938,LEONA,62
8845,1938,LESLEY,6
8846,1938,LESLIE,9
8847,1938,LILA,22
8848,1938,LILIAN,11
8849,1938,LILLIAN,146
8850,1938,LILY,12
8851,1938,LINDA,59
8852,1938,LOIS,247
8853,1938,LOLA,16
8854,1938,LORAINE,24
8855,1938,LOREEN,7
8856,1938,LORETTA,39
8857,1938,LORNA,84
8858,1938,LORRAINE,103
8859,1938,LOTTIE,7
8860,1938,LOUISA,9
8861,1938,LOUISE,52
8862,1938,LUCILLE,41
8863,1938,LUCY,27
8864,1938,LUELLA,20
8865,1938,LULU,6
8866,1938,LYDIA,20
8867,1938,LYLA,9
8868,1938,LYNDA,18
8869,1938,LYNN,17
8870,1938,LYNNE,14
8871,1938,M,20
8872,1938,MABEL,30
8873,1938,MABLE,11
8874,1938,MADELEINE,10
8875,1938,MADELINE,21
8876,1938,MAE,11
8877,1938,MARALYN,7
8878,1938,MARCELLA,7
8879,1938,MARCIA,27
8880,1938,MARGARET,1038
8881,1938,MARGERY,14
8882,1938,MARGO,11
8883,1938,MARGOT,10
8884,1938,MARGRET,27
8885,1938,MARGUERITE,59
8886,1938,MARIA,44
8887,1938,MARIAN,51
8888,1938,MARIANNE,11
8889,1938,MARIE,2223
8890,1938,MARILYN,533
8891,1938,MARILYNN,24
8892,1938,MARINA,6
8893,1938,MARION,262
8894,1938,MARJORIE,208
8895,1938,MARJORY,30
8896,1938,MARLA,7
8897,1938,MARLEEN,7
8898,1938,MARLENE,310
8899,1938,MARLYN,29
8900,1938,MARTHA,47
8901,1938,MARY,2051
8902,1938,MARYANN,8
8903,1938,MARYLIN,12
8904,1938,MARYLYN,7
8905,1938,MATILDA,7
8906,1938,MAUREEN,82
8907,1938,MAVIS,17
8908,1938,MAXINE,37
8909,1938,MAY,26
8910,1938,MELBA,8
8911,1938,MERILYN,6
8912,1938,MERLE,20
8913,1938,MILDRED,86
8914,1938,MINNIE,10
8915,1938,MIRIAM,26
8916,1938,MOLLY,7
8917,1938,MONA,30
8918,1938,MONICA,7
8919,1938,MONIQUE,6
8920,1938,MURIEL,122
8921,1938,MYRA,13
8922,1938,MYRNA,88
8923,1938,MYRTLE,36
8924,1938,NADINE,6
8925,1938,NANCY,255
8926,1938,NAOMI,6
8927,1938,NATALIE,9
8928,1938,NELLIE,20
8929,1938,NINA,10
8930,1938,NOELLA,6
8931,1938,NOLA,6
8932,1938,NONA,6
8933,1938,NORA,32
8934,1938,NORAH,8
8935,1938,NOREEN,24
8936,1938,NORMA,211
8937,1938,NOT,12
8938,1938,OLGA,30
8939,1938,OLIVE,31
8940,1938,PAMELA,11
8941,1938,PATRICA,24
8942,1938,PATRICIA,813
8943,1938,PATSY,17
8944,1938,PAULA,8
8945,1938,PAULINE,104
8946,1938,PEARL,30
8947,1938,PENELOPE,10
8948,1938,PHYLIS,16
8949,1938,PHYLLIS,133
8950,1938,PRISCILLA,7
8951,1938,RACHEL,16
8952,1938,REBECCA,8
8953,1938,REGINA,6
8954,1938,RENA,11
8955,1938,RENEE,8
8956,1938,RETA,40
8957,1938,RHEA,6
8958,1938,RHODA,13
8959,1938,RITA,75
8960,1938,ROBERT,7
8961,1938,ROBERTA,60
8962,1938,ROBIN,6
8963,1938,ROCHELLE,14
8964,1938,ROLANDE,8
8965,1938,ROSA,7
8966,1938,ROSALIE,60
8967,1938,ROSALIND,8
8968,1938,ROSE,139
8969,1938,ROSEMARIE,12
8970,1938,ROSEMARY,50
8971,1938,ROSIE,10
8972,1938,ROSINA,6
8973,1938,RUBY,64
8974,1938,RUTH,360
8975,1938,SADIE,11
8976,1938,SALLY,43
8977,1938,SANDRA,272
8978,1938,SARAH,44
8979,1938,SHARON,63
8980,1938,SHARRON,11
8981,1938,SHEILA,178
8982,1938,SHELIA,7
8983,1938,SHERRILL,6
8984,1938,SHIELA,10
8985,1938,SHIRLEY,875
8986,1938,SHIRLY,13
8987,1938,SIMONE,10
8988,1938,SONDRA,11
8989,1938,SONIA,14
8990,1938,SONJA,23
8991,1938,SONYA,8
8992,1938,SOPHIA,6
8993,1938,SOPHIE,9
8994,1938,STELLA,30
8995,1938,SUSAN,57
8996,1938,SUZANNE,31
8997,1938,SYLVIA,166
8998,1938,TERESA,35
8999,1938,THELMA,55
9000,1938,THERESA,70
9001,1938,THERESE,18
9002,1938,UNNAMED,13
9003,1938,VALERIE,45
9004,1938,VELDA,6
9005,1938,VELMA,27
9006,1938,VERA,72
9007,1938,VERNA,68
9008,1938,VERONICA,19
9009,1938,VICTORIA,25
9010,1938,VIOLA,28
9011,1938,VIOLET,64
9012,1938,VIRGINIA,61
9013,1938,VIVIAN,37
9014,1938,WANDA,39
9015,1938,WENDY,21
9016,1938,WILLIAM,9
9017,1938,WILMA,69
9018,1938,WINIFRED,14
9019,1938,WINNIFRED,27
9020,1938,YVETTE,7
9021,1938,YVONNE,99
9022,1939,ADA,22
9023,1939,ADELE,9
9024,1939,ADELINE,8
9025,1939,AGNES,64
9026,1939,AILEEN,11
9027,1939,ALBERTA,15
