OCCUPANCY_DATE,SECTOR,OCCUPIED_BEDS,UNOCCUPIED_BEDS,CAPACITY_ACTUAL_BED,OCCUPANCY_RATE_BEDS,MONTH
2025-05-15,Men,18.0,0.0,18.0,100.0,2025-05
2025-05-15,Men,66.0,2.0,68.0,97.06,2025-05
2025-05-15,Men,48.0,0.0,48.0,100.0,2025-05
2025-05-15,Men,101.0,0.0,101.0,100.0,2025-05
2025-05-15,Mixed Adult,93.0,0.0,93.0,100.0,2025-05
2025-05-15,Men,62.0,0.0,62.0,100.0,2025-05
2025-05-15,Men,56.0,26.0,82.0,68.29,2025-05
2025-05-15,Men,121.0,0.0,121.0,100.0,2025-05
2025-05-15,Men,21.0,1.0,22.0,95.45,2025-05
2025-05-15,Men,53.0,0.0,53.0,100.0,2025-05
2025-05-15,Men,83.0,0.0,83.0,100.0,2025-05
2025-05-15,Mixed Adult,34.0,1.0,35.0,97.14,2025-05
2025-05-15,Women,87.0,0.0,87.0,100.0,2025-05
2025-05-15,Men,28.0,0.0,28.0,100.0,2025-05
2025-05-15,Youth,62.0,0.0,62.0,100.0,2025-05
2025-05-15,Youth,10.0,0.0,10.0,100.0,2025-05
2025-05-15,Youth,94.0,0.0,94.0,100.0,2025-05
2025-05-15,Youth,9.0,0.0,9.0,100.0,2025-05
2025-05-15,Youth,2.0,0.0,2.0,100.0,2025-05
2025-05-15,Youth,28.0,0.0,28.0,100.0,2025-05
2025-05-15,Mixed Adult,76.0,0.0,76.0,100.0,2025-05
2025-05-15,Mixed Adult,49.0,0.0,49.0,100.0,2025-05
2025-05-15,Mixed Adult,62.0,0.0,62.0,100.0,2025-05
2025-05-15,Men,30.0,0.0,30.0,100.0,2025-05
2025-05-15,Youth,49.0,1.0,50.0,98.0,2025-05
2025-05-15,Youth,40.0,0.0,40.0,100.0,2025-05
2025-05-15,Youth,31.0,0.0,31.0,100.0,2025-05
2025-05-15,Mixed Adult,5.0,0.0,5.0,100.0,2025-05
2025-05-15,Mixed Adult,11.0,0.0,11.0,100.0,2025-05
2025-05-15,Women,37.0,0.0,37.0,100.0,2025-05
2025-05-15,Women,24.0,2.0,26.0,92.31,2025-05
2025-05-15,Women,25.0,3.0,28.0,89.29,2025-05
2025-05-15,Women,36.0,0.0,36.0,100.0,2025-05
2025-05-15,Mixed Adult,70.0,0.0,70.0,100.0,2025-05
2025-05-15,Mixed Adult,70.0,0.0,70.0,100.0,2025-05
2025-05-15,Youth,5.0,0.0,5.0,100.0,2025-05
2025-05-15,Youth,22.0,5.0,27.0,81.48,2025-05
2025-05-15,Men,22.0,3.0,25.0,88.0,2025-05
2025-05-15,Men,35.0,0.0,35.0,100.0,2025-05
2025-05-15,Men,5.0,0.0,5.0,100.0,2025-05
2025-05-15,Men,16.0,0.0,16.0,100.0,2025-05
2025-05-15,Women,61.0,0.0,61.0,100.0,2025-05
2025-05-15,Mixed Adult,99.0,0.0,99.0,100.0,2025-05
2025-05-15,Men,33.0,0.0,33.0,100.0,2025-05
2025-05-15,Women,60.0,0.0,60.0,100.0,2025-05
2025-05-15,Men,72.0,0.0,72.0,100.0,2025-05
2025-05-15,Mixed Adult,86.0,0.0,86.0,100.0,2025-05
2025-05-15,Men,277.0,0.0,277.0,100.0,2025-05
2025-05-15,Women,132.0,0.0,132.0,100.0,2025-05
2025-05-15,Women,3.0,1.0,4.0,75.0,2025-05
2025-05-15,Mixed Adult,20.0,0.0,20.0,100.0,2025-05
2025-05-15,Mixed Adult,84.0,0.0,84.0,100.0,2025-05
2025-05-15,Mixed Adult,49.0,0.0,49.0,100.0,2025-05
2025-05-15,Youth,45.0,0.0,45.0,100.0,2025-05
2025-05-15,Youth,30.0,0.0,30.0,100.0,2025-05
2025-05-15,Mixed Adult,30.0,0.0,30.0,100.0,2025-05
2025-05-15,Men,54.0,0.0,54.0,100.0,2025-05
2025-05-15,Men,14.0,3.0,17.0,82.35,2025-05
2025-05-15,Men,16.0,1.0,17.0,94.12,2025-05
2025-05-15,Youth,9.0,3.0,12.0,75.0,2025-05
2025-05-15,Youth,10.0,4.0,14.0,71.43,2025-05
2025-05-15,Women,16.0,0.0,16.0,100.0,2025-05
2025-05-15,Women,24.0,0.0,24.0,100.0,2025-05
2025-05-15,Women,12.0,0.0,12.0,100.0,2025-05
2025-05-15,Women,29.0,0.0,29.0,100.0,2025-05
2025-05-15,Women,5.0,0.0,5.0,100.0,2025-05
2025-05-15,Women,39.0,0.0,39.0,100.0,2025-05
2025-05-15,Women,30.0,0.0,30.0,100.0,2025-05
2025-05-15,Mixed Adult,72.0,0.0,72.0,100.0,2025-05
2025-05-15,Women,30.0,0.0,30.0,100.0,2025-05
2025-05-15,Mixed Adult,94.0,0.0,94.0,100.0,2025-05
2025-05-15,Women,86.0,0.0,86.0,100.0,2025-05
2025-05-15,Men,78.0,0.0,78.0,100.0,2025-05
2025-05-15,Men,260.0,3.0,263.0,98.86,2025-05
2025-05-15,Men,52.0,0.0,52.0,100.0,2025-05
2025-05-15,Men,46.0,0.0,46.0,100.0,2025-05
2025-05-15,Women,37.0,0.0,37.0,100.0,2025-05
2025-05-15,Men,71.0,0.0,71.0,100.0,2025-05
2025-05-15,Men,53.0,0.0,53.0,100.0,2025-05
2025-05-15,Mixed Adult,8.0,0.0,8.0,100.0,2025-05
2025-05-15,Youth,35.0,0.0,35.0,100.0,2025-05
2025-05-15,Mixed Adult,32.0,0.0,32.0,100.0,2025-05
2025-05-15,Women,12.0,0.0,12.0,100.0,2025-05
2025-05-15,Youth,40.0,0.0,40.0,100.0,2025-05
2025-05-15,Youth,25.0,0.0,25.0,100.0,2025-05
2025-05-15,Women,31.0,0.0,31.0,100.0,2025-05
2025-05-15,Youth,30.0,1.0,31.0,96.77,2025-05
2025-05-15,Women,28.0,0.0,28.0,100.0,2025-05
2025-05-15,Youth,27.0,0.0,27.0,100.0,2025-05
2025-05-15,Youth,33.0,0.0,33.0,100.0,2025-05
2025-05-15,Youth,20.0,0.0,20.0,100.0,2025-05
2025-05-15,Youth,9.0,0.0,9.0,100.0,2025-05
2025-05-15,Youth,35.0,6.0,41.0,85.37,2025-05
2025-05-16,Mixed Adult,8.0,0.0,8.0,100.0,2025-05
2025-05-16,Mixed Adult,8.0,0.0,8.0,100.0,2025-05
2025-05-16,Mixed Adult,4.0,5.0,9.0,44.44,2025-05
2025-05-16,Mixed Adult,1.0,10.0,11.0,9.09,2025-05
2025-05-16,Men,41.0,0.0,41.0,100.0,2025-05
2025-05-16,Men,30.0,0.0,30.0,100.0,2025-05
2025-05-16,Youth,10.0,2.0,12.0,83.33,2025-05
2025-05-16,Men,18.0,0.0,18.0,100.0,2025-05
2025-05-16,Men,66.0,2.0,68.0,97.06,2025-05
2025-05-16,Men,48.0,0.0,48.0,100.0,2025-05
2025-05-16,Men,101.0,0.0,101.0,100.0,2025-05
2025-05-16,Mixed Adult,93.0,0.0,93.0,100.0,2025-05
2025-05-16,Men,62.0,0.0,62.0,100.0,2025-05
2025-05-16,Men,57.0,25.0,82.0,69.51,2025-05
2025-05-16,Men,121.0,0.0,121.0,100.0,2025-05
2025-05-16,Men,20.0,2.0,22.0,90.91,2025-05
2025-05-16,Men,53.0,0.0,53.0,100.0,2025-05
2025-05-16,Men,83.0,0.0,83.0,100.0,2025-05
2025-05-16,Mixed Adult,34.0,1.0,35.0,97.14,2025-05
2025-05-16,Women,87.0,0.0,87.0,100.0,2025-05
2025-05-16,Men,28.0,0.0,28.0,100.0,2025-05
2025-05-16,Youth,62.0,0.0,62.0,100.0,2025-05
2025-05-16,Youth,10.0,0.0,10.0,100.0,2025-05
2025-05-16,Youth,94.0,0.0,94.0,100.0,2025-05
2025-05-16,Youth,9.0,0.0,9.0,100.0,2025-05
2025-05-16,Youth,28.0,0.0,28.0,100.0,2025-05
2025-05-16,Mixed Adult,78.0,0.0,78.0,100.0,2025-05
2025-05-16,Mixed Adult,49.0,0.0,49.0,100.0,2025-05
2025-05-16,Mixed Adult,62.0,0.0,62.0,100.0,2025-05
2025-05-16,Men,30.0,0.0,30.0,100.0,2025-05
2025-05-16,Youth,49.0,1.0,50.0,98.0,2025-05
2025-05-16,Youth,40.0,0.0,40.0,100.0,2025-05
2025-05-16,Youth,31.0,0.0,31.0,100.0,2025-05
2025-05-16,Mixed Adult,5.0,0.0,5.0,100.0,2025-05
2025-05-16,Mixed Adult,10.0,1.0,11.0,90.91,2025-05
2025-05-16,Women,37.0,0.0,37.0,100.0,2025-05
2025-05-16,Women,24.0,2.0,26.0,92.31,2025-05
2025-05-16,Women,24.0,4.0,28.0,85.71,2025-05
2025-05-16,Women,36.0,0.0,36.0,100.0,2025-05
2025-05-16,Mixed Adult,70.0,0.0,70.0,100.0,2025-05
2025-05-16,Mixed Adult,69.0,1.0,70.0,98.57,2025-05
2025-05-16,Youth,5.0,0.0,5.0,100.0,2025-05
2025-05-16,Youth,22.0,5.0,27.0,81.48,2025-05
2025-05-16,Men,22.0,3.0,25.0,88.0,2025-05
2025-05-16,Men,35.0,0.0,35.0,100.0,2025-05
2025-05-16,Men,5.0,0.0,5.0,100.0,2025-05
2025-05-16,Men,16.0,0.0,16.0,100.0,2025-05
2025-05-16,Women,61.0,0.0,61.0,100.0,2025-05
2025-05-16,Mixed Adult,95.0,0.0,95.0,100.0,2025-05
2025-05-16,Men,32.0,0.0,32.0,100.0,2025-05
2025-05-16,Women,61.0,0.0,61.0,100.0,2025-05
2025-05-16,Men,72.0,0.0,72.0,100.0,2025-05
2025-05-16,Mixed Adult,85.0,1.0,86.0,98.84,2025-05
2025-05-16,Men,276.0,2.0,278.0,99.28,2025-05
2025-05-16,Women,132.0,0.0,132.0,100.0,2025-05
2025-05-16,Women,3.0,1.0,4.0,75.0,2025-05
2025-05-16,Mixed Adult,20.0,0.0,20.0,100.0,2025-05
2025-05-16,Mixed Adult,85.0,0.0,85.0,100.0,2025-05
2025-05-16,Mixed Adult,49.0,0.0,49.0,100.0,2025-05
2025-05-16,Youth,44.0,1.0,45.0,97.78,2025-05
2025-05-16,Youth,30.0,0.0,30.0,100.0,2025-05
2025-05-16,Mixed Adult,30.0,0.0,30.0,100.0,2025-05
2025-05-16,Men,54.0,0.0,54.0,100.0,2025-05
2025-05-16,Men,16.0,1.0,17.0,94.12,2025-05
2025-05-16,Men,17.0,0.0,17.0,100.0,2025-05
2025-05-16,Youth,9.0,3.0,12.0,75.0,2025-05
2025-05-16,Youth,9.0,5.0,14.0,64.29,2025-05
2025-05-16,Women,16.0,0.0,16.0,100.0,2025-05
2025-05-16,Women,24.0,0.0,24.0,100.0,2025-05
2025-05-16,Women,12.0,0.0,12.0,100.0,2025-05
2025-05-16,Women,29.0,0.0,29.0,100.0,2025-05
2025-05-16,Women,4.0,1.0,5.0,80.0,2025-05
2025-05-16,Women,39.0,0.0,39.0,100.0,2025-05
2025-05-16,Women,30.0,0.0,30.0,100.0,2025-05
2025-05-16,Mixed Adult,72.0,0.0,72.0,100.0,2025-05
2025-05-16,Women,30.0,0.0,30.0,100.0,2025-05
2025-05-16,Mixed Adult,94.0,0.0,94.0,100.0,2025-05
2025-05-16,Women,86.0,0.0,86.0,100.0,2025-05
2025-05-16,Men,78.0,0.0,78.0,100.0,2025-05
2025-05-16,Men,263.0,0.0,263.0,100.0,2025-05
2025-05-16,Men,52.0,0.0,52.0,100.0,2025-05
2025-05-16,Men,46.0,0.0,46.0,100.0,2025-05
2025-05-16,Women,37.0,0.0,37.0,100.0,2025-05
2025-05-16,Men,71.0,0.0,71.0,100.0,2025-05
2025-05-16,Men,53.0,0.0,53.0,100.0,2025-05
2025-05-16,Mixed Adult,8.0,0.0,8.0,100.0,2025-05
2025-05-16,Youth,35.0,0.0,35.0,100.0,2025-05
2025-05-16,Mixed Adult,32.0,0.0,32.0,100.0,2025-05
2025-05-16,Women,12.0,0.0,12.0,100.0,2025-05
2025-05-16,Youth,40.0,0.0,40.0,100.0,2025-05
2025-05-16,Youth,25.0,0.0,25.0,100.0,2025-05
2025-05-16,Women,31.0,0.0,31.0,100.0,2025-05
2025-05-16,Youth,30.0,1.0,31.0,96.77,2025-05
2025-05-16,Women,28.0,0.0,28.0,100.0,2025-05
2025-05-16,Youth,27.0,0.0,27.0,100.0,2025-05
2025-05-16,Youth,33.0,0.0,33.0,100.0,2025-05
2025-05-16,Youth,20.0,0.0,20.0,100.0,2025-05
2025-05-16,Youth,9.0,0.0,9.0,100.0,2025-05
2025-05-16,Youth,35.0,6.0,41.0,85.37,2025-05
2025-05-17,Mixed Adult,8.0,0.0,8.0,100.0,2025-05
2025-05-17,Mixed Adult,8.0,0.0,8.0,100.0,2025-05
2025-05-17,Mixed Adult,4.0,5.0,9.0,44.44,2025-05
2025-05-17,Mixed Adult,1.0,10.0,11.0,9.09,2025-05
2025-05-17,Men,41.0,0.0,41.0,100.0,2025-05
2025-05-17,Men,30.0,0.0,30.0,100.0,2025-05
2025-05-17,Youth,10.0,2.0,12.0,83.33,2025-05
2025-05-17,Men,18.0,0.0,18.0,100.0,2025-05
2025-05-17,Men,67.0,1.0,68.0,98.53,2025-05
2025-05-17,Men,48.0,0.0,48.0,100.0,2025-05
2025-05-17,Men,101.0,0.0,101.0,100.0,2025-05
2025-05-17,Mixed Adult,93.0,0.0,93.0,100.0,2025-05
2025-05-17,Men,62.0,0.0,62.0,100.0,2025-05
2025-05-17,Men,57.0,25.0,82.0,69.51,2025-05
2025-05-17,Men,121.0,0.0,121.0,100.0,2025-05
2025-05-17,Men,20.0,2.0,22.0,90.91,2025-05
2025-05-17,Men,53.0,0.0,53.0,100.0,2025-05
2025-05-17,Men,82.0,0.0,82.0,100.0,2025-05
2025-05-17,Mixed Adult,34.0,1.0,35.0,97.14,2025-05
2025-05-17,Women,87.0,0.0,87.0,100.0,2025-05
2025-05-17,Men,28.0,0.0,28.0,100.0,2025-05
2025-05-17,Youth,62.0,0.0,62.0,100.0,2025-05
2025-05-17,Youth,10.0,0.0,10.0,100.0,2025-05
2025-05-17,Youth,94.0,0.0,94.0,100.0,2025-05
2025-05-17,Youth,9.0,0.0,9.0,100.0,2025-05
2025-05-17,Youth,28.0,0.0,28.0,100.0,2025-05
2025-05-17,Mixed Adult,78.0,0.0,78.0,100.0,2025-05
2025-05-17,Mixed Adult,49.0,0.0,49.0,100.0,2025-05
2025-05-17,Mixed Adult,62.0,0.0,62.0,100.0,2025-05
2025-05-17,Men,30.0,0.0,30.0,100.0,2025-05
2025-05-17,Youth,50.0,0.0,50.0,100.0,2025-05
2025-05-17,Youth,37.0,3.0,40.0,92.5,2025-05
2025-05-17,Youth,31.0,0.0,31.0,100.0,2025-05
2025-05-17,Mixed Adult,5.0,0.0,5.0,100.0,2025-05
2025-05-17,Mixed Adult,10.0,1.0,11.0,90.91,2025-05
2025-05-17,Women,37.0,0.0,37.0,100.0,2025-05
2025-05-17,Women,24.0,2.0,26.0,92.31,2025-05
2025-05-17,Women,25.0,3.0,28.0,89.29,2025-05
2025-05-17,Women,36.0,0.0,36.0,100.0,2025-05
2025-05-17,Mixed Adult,70.0,0.0,70.0,100.0,2025-05
2025-05-17,Mixed Adult,69.0,1.0,70.0,98.57,2025-05
2025-05-17,Youth,5.0,0.0,5.0,100.0,2025-05
2025-05-17,Youth,22.0,5.0,27.0,81.48,2025-05
2025-05-17,Men,22.0,3.0,25.0,88.0,2025-05
2025-05-17,Men,35.0,0.0,35.0,100.0,2025-05
2025-05-17,Men,5.0,0.0,5.0,100.0,2025-05
2025-05-17,Men,16.0,0.0,16.0,100.0,2025-05
2025-05-17,Women,61.0,0.0,61.0,100.0,2025-05
2025-05-17,Mixed Adult,95.0,0.0,95.0,100.0,2025-05
2025-05-17,Men,32.0,0.0,32.0,100.0,2025-05
2025-05-17,Women,61.0,0.0,61.0,100.0,2025-05
2025-05-17,Men,72.0,0.0,72.0,100.0,2025-05
2025-05-17,Mixed Adult,86.0,0.0,86.0,100.0,2025-05
2025-05-17,Men,277.0,0.0,277.0,100.0,2025-05
2025-05-17,Women,131.0,1.0,132.0,99.24,2025-05
2025-05-17,Women,3.0,1.0,4.0,75.0,2025-05
2025-05-17,Mixed Adult,20.0,0.0,20.0,100.0,2025-05
2025-05-17,Mixed Adult,84.0,0.0,84.0,100.0,2025-05
2025-05-17,Mixed Adult,49.0,0.0,49.0,100.0,2025-05
2025-05-17,Youth,43.0,2.0,45.0,95.56,2025-05
2025-05-17,Youth,30.0,0.0,30.0,100.0,2025-05
2025-05-17,Mixed Adult,30.0,0.0,30.0,100.0,2025-05
2025-05-17,Men,54.0,0.0,54.0,100.0,2025-05
2025-05-17,Men,14.0,3.0,17.0,82.35,2025-05
2025-05-17,Men,17.0,0.0,17.0,100.0,2025-05
2025-05-17,Youth,9.0,3.0,12.0,75.0,2025-05
2025-05-17,Youth,9.0,5.0,14.0,64.29,2025-05
2025-05-17,Women,16.0,0.0,16.0,100.0,2025-05
2025-05-17,Women,24.0,0.0,24.0,100.0,2025-05
2025-05-17,Women,12.0,0.0,12.0,100.0,2025-05
2025-05-17,Women,29.0,0.0,29.0,100.0,2025-05
2025-05-17,Women,5.0,0.0,5.0,100.0,2025-05
2025-05-17,Women,39.0,0.0,39.0,100.0,2025-05
2025-05-17,Women,30.0,0.0,30.0,100.0,2025-05
2025-05-17,Mixed Adult,72.0,0.0,72.0,100.0,2025-05
2025-05-17,Women,30.0,0.0,30.0,100.0,2025-05
2025-05-17,Mixed Adult,94.0,0.0,94.0,100.0,2025-05
2025-05-17,Women,86.0,0.0,86.0,100.0,2025-05
2025-05-17,Men,78.0,0.0,78.0,100.0,2025-05
2025-05-17,Men,263.0,0.0,263.0,100.0,2025-05
2025-05-17,Men,52.0,0.0,52.0,100.0,2025-05
2025-05-17,Men,46.0,0.0,46.0,100.0,2025-05
2025-05-17,Women,37.0,0.0,37.0,100.0,2025-05
2025-05-17,Men,71.0,0.0,71.0,100.0,2025-05
2025-05-17,Men,53.0,0.0,53.0,100.0,2025-05
2025-05-17,Mixed Adult,8.0,0.0,8.0,100.0,2025-05
2025-05-17,Youth,35.0,0.0,35.0,100.0,2025-05
2025-05-17,Mixed Adult,32.0,0.0,32.0,100.0,2025-05
2025-05-17,Women,12.0,0.0,12.0,100.0,2025-05
2025-05-17,Youth,40.0,0.0,40.0,100.0,2025-05
2025-05-17,Youth,25.0,0.0,25.0,100.0,2025-05
2025-05-17,Women,31.0,0.0,31.0,100.0,2025-05
2025-05-17,Youth,30.0,1.0,31.0,96.77,2025-05
2025-05-17,Women,28.0,0.0,28.0,100.0,2025-05
2025-05-17,Youth,26.0,1.0,27.0,96.3,2025-05
2025-05-17,Youth,33.0,0.0,33.0,100.0,2025-05
2025-05-17,Youth,20.0,0.0,20.0,100.0,2025-05
2025-05-17,Youth,10.0,0.0,10.0,100.0,2025-05
2025-05-17,Youth,36.0,5.0,41.0,87.8,2025-05
2025-05-18,Mixed Adult,8.0,0.0,8.0,100.0,2025-05
2025-05-18,Mixed Adult,8.0,0.0,8.0,100.0,2025-05
2025-05-18,Mixed Adult,4.0,5.0,9.0,44.44,2025-05
2025-05-18,Mixed Adult,1.0,10.0,11.0,9.09,2025-05
2025-05-18,Men,41.0,0.0,41.0,100.0,2025-05
2025-05-18,Men,30.0,0.0,30.0,100.0,2025-05
2025-05-18,Youth,10.0,2.0,12.0,83.33,2025-05
2025-05-18,Men,18.0,0.0,18.0,100.0,2025-05
2025-05-18,Men,67.0,1.0,68.0,98.53,2025-05
2025-05-18,Men,48.0,0.0,48.0,100.0,2025-05
2025-05-18,Men,101.0,0.0,101.0,100.0,2025-05
2025-05-18,Mixed Adult,93.0,0.0,93.0,100.0,2025-05
2025-05-18,Men,62.0,0.0,62.0,100.0,2025-05
2025-05-18,Men,57.0,25.0,82.0,69.51,2025-05
2025-05-18,Men,121.0,0.0,121.0,100.0,2025-05
2025-05-18,Men,20.0,2.0,22.0,90.91,2025-05
2025-05-18,Men,53.0,0.0,53.0,100.0,2025-05
2025-05-18,Men,80.0,0.0,80.0,100.0,2025-05
2025-05-18,Mixed Adult,34.0,1.0,35.0,97.14,2025-05
2025-05-18,Women,87.0,0.0,87.0,100.0,2025-05
2025-05-18,Men,28.0,0.0,28.0,100.0,2025-05
2025-05-18,Youth,62.0,0.0,62.0,100.0,2025-05
2025-05-18,Youth,10.0,0.0,10.0,100.0,2025-05
2025-05-18,Youth,94.0,0.0,94.0,100.0,2025-05
2025-05-18,Youth,9.0,0.0,9.0,100.0,2025-05
2025-05-18,Youth,28.0,0.0,28.0,100.0,2025-05
2025-05-18,Mixed Adult,78.0,0.0,78.0,100.0,2025-05
2025-05-18,Mixed Adult,48.0,1.0,49.0,97.96,2025-05
2025-05-18,Mixed Adult,62.0,0.0,62.0,100.0,2025-05
2025-05-18,Men,30.0,0.0,30.0,100.0,2025-05
2025-05-18,Youth,50.0,0.0,50.0,100.0,2025-05
2025-05-18,Youth,38.0,2.0,40.0,95.0,2025-05
2025-05-18,Youth,31.0,0.0,31.0,100.0,2025-05
2025-05-18,Mixed Adult,5.0,0.0,5.0,100.0,2025-05
2025-05-18,Mixed Adult,10.0,1.0,11.0,90.91,2025-05
2025-05-18,Women,37.0,0.0,37.0,100.0,2025-05
2025-05-18,Women,24.0,2.0,26.0,92.31,2025-05
2025-05-18,Women,25.0,3.0,28.0,89.29,2025-05
2025-05-18,Women,36.0,0.0,36.0,100.0,2025-05
2025-05-18,Mixed Adult,70.0,0.0,70.0,100.0,2025-05
2025-05-18,Mixed Adult,68.0,2.0,70.0,97.14,2025-05
2025-05-18,Youth,5.0,0.0,5.0,100.0,2025-05
2025-05-18,Youth,22.0,5.0,27.0,81.48,2025-05
2025-05-18,Men,21.0,4.0,25.0,84.0,2025-05
2025-05-18,Men,35.0,0.0,35.0,100.0,2025-05
2025-05-18,Men,5.0,0.0,5.0,100.0,2025-05
2025-05-18,Men,16.0,0.0,16.0,100.0,2025-05
2025-05-18,Women,61.0,0.0,61.0,100.0,2025-05
2025-05-18,Mixed Adult,95.0,0.0,95.0,100.0,2025-05
2025-05-18,Men,32.0,0.0,32.0,100.0,2025-05
2025-05-18,Women,61.0,0.0,61.0,100.0,2025-05
2025-05-18,Men,71.0,0.0,71.0,100.0,2025-05
2025-05-18,Mixed Adult,86.0,0.0,86.0,100.0,2025-05
2025-05-18,Men,277.0,0.0,277.0,100.0,2025-05
2025-05-18,Women,131.0,0.0,131.0,100.0,2025-05
2025-05-18,Women,3.0,1.0,4.0,75.0,2025-05
2025-05-18,Mixed Adult,20.0,0.0,20.0,100.0,2025-05
2025-05-18,Mixed Adult,84.0,0.0,84.0,100.0,2025-05
2025-05-18,Mixed Adult,49.0,0.0,49.0,100.0,2025-05
2025-05-18,Youth,45.0,0.0,45.0,100.0,2025-05
2025-05-18,Youth,30.0,0.0,30.0,100.0,2025-05
2025-05-18,Mixed Adult,30.0,0.0,30.0,100.0,2025-05
2025-05-18,Men,54.0,0.0,54.0,100.0,2025-05
2025-05-18,Men,14.0,3.0,17.0,82.35,2025-05
2025-05-18,Men,16.0,1.0,17.0,94.12,2025-05
2025-05-18,Youth,9.0,3.0,12.0,75.0,2025-05
2025-05-18,Youth,9.0,5.0,14.0,64.29,2025-05
2025-05-18,Women,16.0,0.0,16.0,100.0,2025-05
2025-05-18,Women,24.0,0.0,24.0,100.0,2025-05
2025-05-18,Women,12.0,0.0,12.0,100.0,2025-05
2025-05-18,Women,29.0,0.0,29.0,100.0,2025-05
2025-05-18,Women,5.0,0.0,5.0,100.0,2025-05
2025-05-18,Women,39.0,0.0,39.0,100.0,2025-05
2025-05-18,Women,30.0,0.0,30.0,100.0,2025-05
2025-05-18,Mixed Adult,72.0,0.0,72.0,100.0,2025-05
2025-05-18,Women,30.0,0.0,30.0,100.0,2025-05
2025-05-18,Mixed Adult,94.0,0.0,94.0,100.0,2025-05
2025-05-18,Women,85.0,1.0,86.0,98.84,2025-05
2025-05-18,Men,78.0,0.0,78.0,100.0,2025-05
2025-05-18,Men,263.0,0.0,263.0,100.0,2025-05
2025-05-18,Men,52.0,0.0,52.0,100.0,2025-05
2025-05-18,Men,46.0,0.0,46.0,100.0,2025-05
2025-05-18,Women,37.0,0.0,37.0,100.0,2025-05
2025-05-18,Men,71.0,0.0,71.0,100.0,2025-05
2025-05-18,Men,53.0,0.0,53.0,100.0,2025-05
2025-05-18,Mixed Adult,8.0,0.0,8.0,100.0,2025-05
2025-05-18,Youth,35.0,0.0,35.0,100.0,2025-05
2025-05-18,Mixed Adult,32.0,0.0,32.0,100.0,2025-05
2025-05-18,Women,12.0,0.0,12.0,100.0,2025-05
2025-05-18,Youth,40.0,0.0,40.0,100.0,2025-05
2025-05-18,Youth,25.0,0.0,25.0,100.0,2025-05
2025-05-18,Women,31.0,0.0,31.0,100.0,2025-05
2025-05-18,Youth,30.0,1.0,31.0,96.77,2025-05
2025-05-18,Women,28.0,0.0,28.0,100.0,2025-05
2025-05-18,Youth,26.0,1.0,27.0,96.3,2025-05
2025-05-18,Youth,33.0,0.0,33.0,100.0,2025-05
2025-05-18,Youth,20.0,0.0,20.0,100.0,2025-05
2025-05-18,Youth,10.0,0.0,10.0,100.0,2025-05
2025-05-18,Youth,36.0,5.0,41.0,87.8,2025-05
2025-05-19,Mixed Adult,8.0,0.0,8.0,100.0,2025-05
2025-05-19,Mixed Adult,8.0,0.0,8.0,100.0,2025-05
2025-05-19,Mixed Adult,5.0,4.0,9.0,55.56,2025-05
2025-05-19,Mixed Adult,1.0,10.0,11.0,9.09,2025-05
2025-05-19,Men,41.0,0.0,41.0,100.0,2025-05
2025-05-19,Men,30.0,0.0,30.0,100.0,2025-05
2025-05-19,Youth,10.0,2.0,12.0,83.33,2025-05
2025-05-19,Men,18.0,0.0,18.0,100.0,2025-05
2025-05-19,Men,67.0,1.0,68.0,98.53,2025-05
2025-05-19,Men,48.0,0.0,48.0,100.0,2025-05
2025-05-19,Men,101.0,0.0,101.0,100.0,2025-05
2025-05-19,Mixed Adult,93.0,0.0,93.0,100.0,2025-05
2025-05-19,Men,62.0,0.0,62.0,100.0,2025-05
2025-05-19,Men,57.0,25.0,82.0,69.51,2025-05
2025-05-19,Men,121.0,0.0,121.0,100.0,2025-05
2025-05-19,Men,20.0,2.0,22.0,90.91,2025-05
2025-05-19,Men,53.0,0.0,53.0,100.0,2025-05
2025-05-19,Men,80.0,0.0,80.0,100.0,2025-05
2025-05-19,Mixed Adult,34.0,1.0,35.0,97.14,2025-05
2025-05-19,Women,86.0,1.0,87.0,98.85,2025-05
2025-05-19,Men,28.0,0.0,28.0,100.0,2025-05
2025-05-19,Youth,62.0,0.0,62.0,100.0,2025-05
2025-05-19,Youth,10.0,0.0,10.0,100.0,2025-05
2025-05-19,Youth,93.0,1.0,94.0,98.94,2025-05
2025-05-19,Youth,9.0,0.0,9.0,100.0,2025-05
2025-05-19,Youth,28.0,0.0,28.0,100.0,2025-05
2025-05-19,Mixed Adult,78.0,0.0,78.0,100.0,2025-05
2025-05-19,Mixed Adult,48.0,0.0,48.0,100.0,2025-05
2025-05-19,Mixed Adult,62.0,0.0,62.0,100.0,2025-05
2025-05-19,Men,30.0,0.0,30.0,100.0,2025-05
2025-05-19,Youth,50.0,0.0,50.0,100.0,2025-05
2025-05-19,Youth,40.0,0.0,40.0,100.0,2025-05
2025-05-19,Youth,31.0,0.0,31.0,100.0,2025-05
2025-05-19,Mixed Adult,5.0,0.0,5.0,100.0,2025-05
2025-05-19,Mixed Adult,10.0,1.0,11.0,90.91,2025-05
2025-05-19,Women,37.0,0.0,37.0,100.0,2025-05
2025-05-19,Women,24.0,2.0,26.0,92.31,2025-05
2025-05-19,Women,25.0,3.0,28.0,89.29,2025-05
2025-05-19,Women,36.0,0.0,36.0,100.0,2025-05
