OCCUPANCY_DATE,SECTOR,OCCUPIED_BEDS,UNOCCUPIED_BEDS,CAPACITY_ACTUAL_BED,OCCUPANCY_RATE_BEDS,MONTH
2025-02-24,Men,276.0,0.0,276.0,100.0,2025-02
2025-02-24,Women,132.0,0.0,132.0,100.0,2025-02
2025-02-24,Mixed Adult,1.0,0.0,1.0,100.0,2025-02
2025-02-24,Mixed Adult,1.0,0.0,1.0,100.0,2025-02
2025-02-24,Mixed Adult,35.0,3.0,38.0,92.11,2025-02
2025-02-24,Mixed Adult,20.0,0.0,20.0,100.0,2025-02
2025-02-24,Mixed Adult,84.0,0.0,84.0,100.0,2025-02
2025-02-24,Mixed Adult,49.0,0.0,49.0,100.0,2025-02
2025-02-24,Youth,45.0,0.0,45.0,100.0,2025-02
2025-02-24,Youth,23.0,0.0,23.0,100.0,2025-02
2025-02-24,Mixed Adult,30.0,0.0,30.0,100.0,2025-02
2025-02-24,Mixed Adult,1.0,5.0,6.0,16.67,2025-02
2025-02-24,Men,54.0,0.0,54.0,100.0,2025-02
2025-02-24,Men,13.0,4.0,17.0,76.47,2025-02
2025-02-24,Men,17.0,0.0,17.0,100.0,2025-02
2025-02-24,Youth,9.0,3.0,12.0,75.0,2025-02
2025-02-24,Youth,7.0,7.0,14.0,50.0,2025-02
2025-02-24,Women,16.0,0.0,16.0,100.0,2025-02
2025-02-24,Women,24.0,0.0,24.0,100.0,2025-02
2025-02-24,Women,12.0,0.0,12.0,100.0,2025-02
2025-02-24,Women,29.0,0.0,29.0,100.0,2025-02
2025-02-24,Women,5.0,0.0,5.0,100.0,2025-02
2025-02-24,Women,39.0,0.0,39.0,100.0,2025-02
2025-02-24,Women,30.0,0.0,30.0,100.0,2025-02
2025-02-24,Mixed Adult,71.0,0.0,71.0,100.0,2025-02
2025-02-24,Women,30.0,0.0,30.0,100.0,2025-02
2025-02-24,Mixed Adult,94.0,0.0,94.0,100.0,2025-02
2025-02-24,Women,86.0,0.0,86.0,100.0,2025-02
2025-02-24,Men,78.0,0.0,78.0,100.0,2025-02
2025-02-24,Men,263.0,1.0,264.0,99.62,2025-02
2025-02-24,Men,52.0,0.0,52.0,100.0,2025-02
2025-02-24,Men,45.0,1.0,46.0,97.83,2025-02
2025-02-24,Women,37.0,0.0,37.0,100.0,2025-02
2025-02-24,Women,1.0,4.0,5.0,20.0,2025-02
2025-02-24,Men,71.0,0.0,71.0,100.0,2025-02
2025-02-24,Men,65.0,0.0,65.0,100.0,2025-02
2025-02-24,Mixed Adult,8.0,0.0,8.0,100.0,2025-02
2025-02-24,Youth,34.0,1.0,35.0,97.14,2025-02
2025-02-24,Mixed Adult,32.0,0.0,32.0,100.0,2025-02
2025-02-24,Women,2.0,0.0,2.0,100.0,2025-02
2025-02-24,Women,12.0,0.0,12.0,100.0,2025-02
2025-02-24,Youth,40.0,0.0,40.0,100.0,2025-02
2025-02-24,Youth,25.0,0.0,25.0,100.0,2025-02
2025-02-24,Women,31.0,0.0,31.0,100.0,2025-02
2025-02-24,Youth,31.0,0.0,31.0,100.0,2025-02
2025-02-24,Women,28.0,0.0,28.0,100.0,2025-02
2025-02-24,Youth,26.0,1.0,27.0,96.3,2025-02
2025-02-24,Youth,31.0,2.0,33.0,93.94,2025-02
2025-02-24,Youth,19.0,1.0,20.0,95.0,2025-02
2025-02-24,Youth,8.0,2.0,10.0,80.0,2025-02
2025-02-24,Youth,36.0,5.0,41.0,87.8,2025-02
2025-02-25,Mixed Adult,7.0,1.0,8.0,87.5,2025-02
2025-02-25,Mixed Adult,7.0,1.0,8.0,87.5,2025-02
2025-02-25,Men,42.0,0.0,42.0,100.0,2025-02
2025-02-25,Men,30.0,0.0,30.0,100.0,2025-02
2025-02-25,Mixed Adult,17.0,6.0,23.0,73.91,2025-02
2025-02-25,Youth,1.0,2.0,3.0,33.33,2025-02
2025-02-25,Mixed Adult,41.0,1.0,42.0,97.62,2025-02
2025-02-25,Men,5.0,0.0,5.0,100.0,2025-02
2025-02-25,Men,17.0,1.0,18.0,94.44,2025-02
2025-02-25,Men,5.0,5.0,10.0,50.0,2025-02
2025-02-25,Men,67.0,1.0,68.0,98.53,2025-02
2025-02-25,Men,48.0,0.0,48.0,100.0,2025-02
2025-02-25,Men,101.0,0.0,101.0,100.0,2025-02
2025-02-25,Men,6.0,4.0,10.0,60.0,2025-02
2025-02-25,Mixed Adult,2.0,8.0,10.0,20.0,2025-02
2025-02-25,Mixed Adult,92.0,0.0,92.0,100.0,2025-02
2025-02-25,Men,62.0,0.0,62.0,100.0,2025-02
2025-02-25,Men,2.0,1.0,3.0,66.67,2025-02
2025-02-25,Men,58.0,10.0,68.0,85.29,2025-02
2025-02-25,Men,122.0,0.0,122.0,100.0,2025-02
2025-02-25,Men,26.0,10.0,36.0,72.22,2025-02
2025-02-25,Men,53.0,0.0,53.0,100.0,2025-02
2025-02-25,Men,103.0,0.0,103.0,100.0,2025-02
2025-02-25,Mixed Adult,31.0,4.0,35.0,88.57,2025-02
2025-02-25,Women,88.0,0.0,88.0,100.0,2025-02
2025-02-25,Men,28.0,0.0,28.0,100.0,2025-02
2025-02-25,Youth,61.0,1.0,62.0,98.39,2025-02
2025-02-25,Youth,2.0,0.0,2.0,100.0,2025-02
2025-02-25,Youth,10.0,0.0,10.0,100.0,2025-02
2025-02-25,Youth,93.0,1.0,94.0,98.94,2025-02
2025-02-25,Youth,9.0,0.0,9.0,100.0,2025-02
2025-02-25,Youth,28.0,2.0,30.0,93.33,2025-02
2025-02-25,Youth,28.0,0.0,28.0,100.0,2025-02
2025-02-25,Mixed Adult,78.0,0.0,78.0,100.0,2025-02
2025-02-25,Mixed Adult,148.0,2.0,150.0,98.67,2025-02
2025-02-25,Mixed Adult,15.0,15.0,30.0,50.0,2025-02
2025-02-25,Mixed Adult,50.0,0.0,50.0,100.0,2025-02
2025-02-25,Mixed Adult,62.0,0.0,62.0,100.0,2025-02
2025-02-25,Mixed Adult,5.0,0.0,5.0,100.0,2025-02
2025-02-25,Men,30.0,0.0,30.0,100.0,2025-02
2025-02-25,Mixed Adult,35.0,0.0,35.0,100.0,2025-02
2025-02-25,Youth,50.0,0.0,50.0,100.0,2025-02
2025-02-25,Youth,40.0,0.0,40.0,100.0,2025-02
2025-02-25,Mixed Adult,5.0,0.0,5.0,100.0,2025-02
2025-02-25,Mixed Adult,11.0,0.0,11.0,100.0,2025-02
2025-02-25,Women,36.0,1.0,37.0,97.3,2025-02
2025-02-25,Women,24.0,2.0,26.0,92.31,2025-02
2025-02-25,Women,51.0,1.0,52.0,98.08,2025-02
2025-02-25,Women,36.0,0.0,36.0,100.0,2025-02
2025-02-25,Mixed Adult,70.0,0.0,70.0,100.0,2025-02
2025-02-25,Mixed Adult,70.0,0.0,70.0,100.0,2025-02
2025-02-25,Mixed Adult,97.0,1.0,98.0,98.98,2025-02
2025-02-25,Mixed Adult,29.0,1.0,30.0,96.67,2025-02
2025-02-25,Mixed Adult,146.0,4.0,150.0,97.33,2025-02
2025-02-25,Mixed Adult,1.0,29.0,30.0,3.33,2025-02
2025-02-25,Youth,4.0,0.0,4.0,100.0,2025-02
2025-02-25,Youth,23.0,1.0,24.0,95.83,2025-02
2025-02-25,Men,21.0,4.0,25.0,84.0,2025-02
2025-02-25,Men,35.0,0.0,35.0,100.0,2025-02
2025-02-25,Men,5.0,0.0,5.0,100.0,2025-02
2025-02-25,Men,21.0,0.0,21.0,100.0,2025-02
2025-02-25,Women,61.0,0.0,61.0,100.0,2025-02
2025-02-25,Mixed Adult,94.0,6.0,100.0,94.0,2025-02
2025-02-25,Men,34.0,0.0,34.0,100.0,2025-02
2025-02-25,Women,64.0,0.0,64.0,100.0,2025-02
2025-02-25,Men,72.0,0.0,72.0,100.0,2025-02
2025-02-25,Mixed Adult,87.0,0.0,87.0,100.0,2025-02
2025-02-25,Men,278.0,0.0,278.0,100.0,2025-02
2025-02-25,Women,132.0,0.0,132.0,100.0,2025-02
2025-02-25,Mixed Adult,1.0,0.0,1.0,100.0,2025-02
2025-02-25,Mixed Adult,31.0,7.0,38.0,81.58,2025-02
2025-02-25,Mixed Adult,20.0,0.0,20.0,100.0,2025-02
2025-02-25,Mixed Adult,83.0,0.0,83.0,100.0,2025-02
2025-02-25,Mixed Adult,49.0,0.0,49.0,100.0,2025-02
2025-02-25,Youth,45.0,0.0,45.0,100.0,2025-02
2025-02-25,Youth,23.0,0.0,23.0,100.0,2025-02
2025-02-25,Mixed Adult,30.0,0.0,30.0,100.0,2025-02
2025-02-25,Men,53.0,1.0,54.0,98.15,2025-02
2025-02-25,Men,15.0,2.0,17.0,88.24,2025-02
2025-02-25,Men,17.0,0.0,17.0,100.0,2025-02
2025-02-25,Youth,9.0,3.0,12.0,75.0,2025-02
2025-02-25,Youth,8.0,6.0,14.0,57.14,2025-02
2025-02-25,Women,12.0,4.0,16.0,75.0,2025-02
2025-02-25,Women,24.0,0.0,24.0,100.0,2025-02
2025-02-25,Women,12.0,0.0,12.0,100.0,2025-02
2025-02-25,Women,29.0,0.0,29.0,100.0,2025-02
2025-02-25,Women,5.0,0.0,5.0,100.0,2025-02
2025-02-25,Women,39.0,0.0,39.0,100.0,2025-02
2025-02-25,Women,30.0,0.0,30.0,100.0,2025-02
2025-02-25,Mixed Adult,71.0,0.0,71.0,100.0,2025-02
2025-02-25,Women,30.0,0.0,30.0,100.0,2025-02
2025-02-25,Mixed Adult,94.0,0.0,94.0,100.0,2025-02
2025-02-25,Women,84.0,2.0,86.0,97.67,2025-02
2025-02-25,Men,78.0,0.0,78.0,100.0,2025-02
2025-02-25,Men,264.0,0.0,264.0,100.0,2025-02
2025-02-25,Men,52.0,0.0,52.0,100.0,2025-02
2025-02-25,Men,46.0,0.0,46.0,100.0,2025-02
2025-02-25,Women,37.0,0.0,37.0,100.0,2025-02
2025-02-25,Women,1.0,4.0,5.0,20.0,2025-02
2025-02-25,Men,71.0,0.0,71.0,100.0,2025-02
2025-02-25,Men,65.0,0.0,65.0,100.0,2025-02
2025-02-25,Mixed Adult,7.0,1.0,8.0,87.5,2025-02
2025-02-25,Youth,34.0,1.0,35.0,97.14,2025-02
2025-02-25,Mixed Adult,32.0,0.0,32.0,100.0,2025-02
2025-02-25,Women,12.0,0.0,12.0,100.0,2025-02
2025-02-25,Youth,40.0,0.0,40.0,100.0,2025-02
2025-02-25,Youth,25.0,0.0,25.0,100.0,2025-02
2025-02-25,Women,31.0,0.0,31.0,100.0,2025-02
2025-02-25,Youth,31.0,0.0,31.0,100.0,2025-02
2025-02-25,Women,28.0,0.0,28.0,100.0,2025-02
2025-02-25,Youth,27.0,0.0,27.0,100.0,2025-02
2025-02-25,Youth,33.0,0.0,33.0,100.0,2025-02
2025-02-25,Youth,19.0,1.0,20.0,95.0,2025-02
2025-02-25,Youth,9.0,1.0,10.0,90.0,2025-02
2025-02-25,Youth,36.0,5.0,41.0,87.8,2025-02
2025-02-26,Mixed Adult,6.0,2.0,8.0,75.0,2025-02
2025-02-26,Mixed Adult,7.0,1.0,8.0,87.5,2025-02
2025-02-26,Men,42.0,0.0,42.0,100.0,2025-02
2025-02-26,Men,30.0,0.0,30.0,100.0,2025-02
2025-02-26,Mixed Adult,17.0,6.0,23.0,73.91,2025-02
2025-02-26,Youth,1.0,2.0,3.0,33.33,2025-02
2025-02-26,Mixed Adult,39.0,2.0,41.0,95.12,2025-02
2025-02-26,Men,18.0,0.0,18.0,100.0,2025-02
2025-02-26,Men,68.0,0.0,68.0,100.0,2025-02
2025-02-26,Men,48.0,0.0,48.0,100.0,2025-02
2025-02-26,Men,101.0,0.0,101.0,100.0,2025-02
2025-02-26,Men,3.0,7.0,10.0,30.0,2025-02
2025-02-26,Mixed Adult,1.0,9.0,10.0,10.0,2025-02
2025-02-26,Mixed Adult,92.0,0.0,92.0,100.0,2025-02
2025-02-26,Men,62.0,0.0,62.0,100.0,2025-02
2025-02-26,Men,1.0,2.0,3.0,33.33,2025-02
2025-02-26,Men,59.0,9.0,68.0,86.76,2025-02
2025-02-26,Men,121.0,0.0,121.0,100.0,2025-02
2025-02-26,Men,26.0,10.0,36.0,72.22,2025-02
2025-02-26,Men,53.0,0.0,53.0,100.0,2025-02
2025-02-26,Men,102.0,0.0,102.0,100.0,2025-02
2025-02-26,Mixed Adult,32.0,3.0,35.0,91.43,2025-02
2025-02-26,Women,88.0,0.0,88.0,100.0,2025-02
2025-02-26,Men,28.0,0.0,28.0,100.0,2025-02
2025-02-26,Youth,61.0,1.0,62.0,98.39,2025-02
2025-02-26,Youth,2.0,0.0,2.0,100.0,2025-02
2025-02-26,Youth,10.0,0.0,10.0,100.0,2025-02
2025-02-26,Youth,92.0,2.0,94.0,97.87,2025-02
2025-02-26,Youth,9.0,0.0,9.0,100.0,2025-02
2025-02-26,Youth,25.0,5.0,30.0,83.33,2025-02
2025-02-26,Youth,28.0,0.0,28.0,100.0,2025-02
2025-02-26,Mixed Adult,77.0,1.0,78.0,98.72,2025-02
2025-02-26,Mixed Adult,147.0,2.0,149.0,98.66,2025-02
2025-02-26,Mixed Adult,50.0,0.0,50.0,100.0,2025-02
2025-02-26,Mixed Adult,62.0,0.0,62.0,100.0,2025-02
2025-02-26,Mixed Adult,5.0,0.0,5.0,100.0,2025-02
2025-02-26,Men,30.0,0.0,30.0,100.0,2025-02
2025-02-26,Mixed Adult,33.0,0.0,33.0,100.0,2025-02
2025-02-26,Youth,50.0,0.0,50.0,100.0,2025-02
2025-02-26,Youth,40.0,0.0,40.0,100.0,2025-02
2025-02-26,Mixed Adult,5.0,0.0,5.0,100.0,2025-02
2025-02-26,Mixed Adult,11.0,0.0,11.0,100.0,2025-02
2025-02-26,Women,36.0,1.0,37.0,97.3,2025-02
2025-02-26,Women,24.0,2.0,26.0,92.31,2025-02
2025-02-26,Women,52.0,0.0,52.0,100.0,2025-02
2025-02-26,Women,36.0,0.0,36.0,100.0,2025-02
2025-02-26,Mixed Adult,70.0,0.0,70.0,100.0,2025-02
2025-02-26,Mixed Adult,68.0,2.0,70.0,97.14,2025-02
2025-02-26,Mixed Adult,93.0,3.0,96.0,96.88,2025-02
2025-02-26,Mixed Adult,27.0,2.0,29.0,93.1,2025-02
2025-02-26,Mixed Adult,149.0,1.0,150.0,99.33,2025-02
2025-02-26,Youth,4.0,1.0,5.0,80.0,2025-02
2025-02-26,Youth,23.0,2.0,25.0,92.0,2025-02
2025-02-26,Men,20.0,5.0,25.0,80.0,2025-02
2025-02-26,Men,35.0,0.0,35.0,100.0,2025-02
2025-02-26,Men,5.0,0.0,5.0,100.0,2025-02
2025-02-26,Men,21.0,0.0,21.0,100.0,2025-02
2025-02-26,Women,61.0,0.0,61.0,100.0,2025-02
2025-02-26,Mixed Adult,95.0,6.0,101.0,94.06,2025-02
2025-02-26,Men,34.0,0.0,34.0,100.0,2025-02
2025-02-26,Women,63.0,0.0,63.0,100.0,2025-02
2025-02-26,Men,71.0,1.0,72.0,98.61,2025-02
2025-02-26,Mixed Adult,86.0,2.0,88.0,97.73,2025-02
2025-02-26,Men,277.0,0.0,277.0,100.0,2025-02
2025-02-26,Women,131.0,0.0,131.0,100.0,2025-02
2025-02-26,Men,1.0,0.0,1.0,100.0,2025-02
2025-02-26,Mixed Adult,1.0,0.0,1.0,100.0,2025-02
2025-02-26,Mixed Adult,31.0,7.0,38.0,81.58,2025-02
2025-02-26,Mixed Adult,20.0,0.0,20.0,100.0,2025-02
2025-02-26,Mixed Adult,82.0,0.0,82.0,100.0,2025-02
2025-02-26,Mixed Adult,49.0,0.0,49.0,100.0,2025-02
2025-02-26,Youth,43.0,2.0,45.0,95.56,2025-02
2025-02-26,Youth,23.0,0.0,23.0,100.0,2025-02
2025-02-26,Mixed Adult,30.0,0.0,30.0,100.0,2025-02
2025-02-26,Men,52.0,2.0,54.0,96.3,2025-02
2025-02-26,Men,14.0,3.0,17.0,82.35,2025-02
2025-02-26,Men,17.0,0.0,17.0,100.0,2025-02
2025-02-26,Youth,9.0,3.0,12.0,75.0,2025-02
2025-02-26,Youth,8.0,6.0,14.0,57.14,2025-02
2025-02-26,Women,13.0,3.0,16.0,81.25,2025-02
2025-02-26,Women,24.0,0.0,24.0,100.0,2025-02
2025-02-26,Women,12.0,0.0,12.0,100.0,2025-02
2025-02-26,Women,29.0,0.0,29.0,100.0,2025-02
2025-02-26,Women,5.0,0.0,5.0,100.0,2025-02
2025-02-26,Women,39.0,0.0,39.0,100.0,2025-02
2025-02-26,Women,30.0,0.0,30.0,100.0,2025-02
2025-02-26,Mixed Adult,71.0,0.0,71.0,100.0,2025-02
2025-02-26,Women,30.0,0.0,30.0,100.0,2025-02
2025-02-26,Mixed Adult,94.0,0.0,94.0,100.0,2025-02
2025-02-26,Women,86.0,0.0,86.0,100.0,2025-02
2025-02-26,Men,78.0,0.0,78.0,100.0,2025-02
2025-02-26,Men,263.0,1.0,264.0,99.62,2025-02
2025-02-26,Men,52.0,0.0,52.0,100.0,2025-02
2025-02-26,Men,46.0,0.0,46.0,100.0,2025-02
2025-02-26,Women,36.0,1.0,37.0,97.3,2025-02
2025-02-26,Men,71.0,0.0,71.0,100.0,2025-02
2025-02-26,Men,65.0,0.0,65.0,100.0,2025-02
2025-02-26,Mixed Adult,7.0,1.0,8.0,87.5,2025-02
2025-02-26,Youth,35.0,0.0,35.0,100.0,2025-02
2025-02-26,Mixed Adult,32.0,0.0,32.0,100.0,2025-02
2025-02-26,Women,12.0,0.0,12.0,100.0,2025-02
2025-02-26,Youth,40.0,0.0,40.0,100.0,2025-02
2025-02-26,Youth,25.0,0.0,25.0,100.0,2025-02
2025-02-26,Women,31.0,0.0,31.0,100.0,2025-02
2025-02-26,Youth,31.0,0.0,31.0,100.0,2025-02
2025-02-26,Women,28.0,0.0,28.0,100.0,2025-02
2025-02-26,Youth,27.0,0.0,27.0,100.0,2025-02
2025-02-26,Youth,33.0,0.0,33.0,100.0,2025-02
2025-02-26,Youth,19.0,1.0,20.0,95.0,2025-02
2025-02-26,Youth,10.0,0.0,10.0,100.0,2025-02
2025-02-26,Youth,35.0,6.0,41.0,85.37,2025-02
2025-02-27,Mixed Adult,6.0,2.0,8.0,75.0,2025-02
2025-02-27,Mixed Adult,7.0,1.0,8.0,87.5,2025-02
2025-02-27,Men,42.0,0.0,42.0,100.0,2025-02
2025-02-27,Men,30.0,0.0,30.0,100.0,2025-02
2025-02-27,Mixed Adult,20.0,3.0,23.0,86.96,2025-02
2025-02-27,Youth,1.0,2.0,3.0,33.33,2025-02
2025-02-27,Mixed Adult,44.0,1.0,45.0,97.78,2025-02
2025-02-27,Men,18.0,0.0,18.0,100.0,2025-02
2025-02-27,Men,67.0,1.0,68.0,98.53,2025-02
2025-02-27,Men,48.0,0.0,48.0,100.0,2025-02
2025-02-27,Men,101.0,0.0,101.0,100.0,2025-02
2025-02-27,Men,1.0,9.0,10.0,10.0,2025-02
2025-02-27,Mixed Adult,93.0,0.0,93.0,100.0,2025-02
2025-02-27,Men,62.0,0.0,62.0,100.0,2025-02
2025-02-27,Men,59.0,9.0,68.0,86.76,2025-02
2025-02-27,Men,120.0,1.0,121.0,99.17,2025-02
2025-02-27,Men,26.0,10.0,36.0,72.22,2025-02
2025-02-27,Men,53.0,0.0,53.0,100.0,2025-02
2025-02-27,Men,102.0,0.0,102.0,100.0,2025-02
2025-02-27,Mixed Adult,32.0,3.0,35.0,91.43,2025-02
2025-02-27,Women,87.0,0.0,87.0,100.0,2025-02
2025-02-27,Men,28.0,0.0,28.0,100.0,2025-02
2025-02-27,Youth,61.0,1.0,62.0,98.39,2025-02
2025-02-27,Youth,2.0,0.0,2.0,100.0,2025-02
2025-02-27,Youth,10.0,0.0,10.0,100.0,2025-02
2025-02-27,Youth,93.0,1.0,94.0,98.94,2025-02
2025-02-27,Youth,9.0,0.0,9.0,100.0,2025-02
2025-02-27,Youth,26.0,4.0,30.0,86.67,2025-02
2025-02-27,Youth,28.0,0.0,28.0,100.0,2025-02
2025-02-27,Mixed Adult,78.0,0.0,78.0,100.0,2025-02
2025-02-27,Mixed Adult,138.0,11.0,149.0,92.62,2025-02
2025-02-27,Mixed Adult,50.0,0.0,50.0,100.0,2025-02
2025-02-27,Mixed Adult,62.0,0.0,62.0,100.0,2025-02
2025-02-27,Mixed Adult,4.0,0.0,4.0,100.0,2025-02
2025-02-27,Men,30.0,0.0,30.0,100.0,2025-02
2025-02-27,Mixed Adult,44.0,2.0,46.0,95.65,2025-02
2025-02-27,Youth,50.0,0.0,50.0,100.0,2025-02
2025-02-27,Youth,39.0,1.0,40.0,97.5,2025-02
2025-02-27,Mixed Adult,5.0,0.0,5.0,100.0,2025-02
2025-02-27,Mixed Adult,11.0,0.0,11.0,100.0,2025-02
2025-02-27,Women,36.0,1.0,37.0,97.3,2025-02
2025-02-27,Women,24.0,2.0,26.0,92.31,2025-02
2025-02-27,Women,51.0,1.0,52.0,98.08,2025-02
2025-02-27,Women,36.0,0.0,36.0,100.0,2025-02
2025-02-27,Mixed Adult,69.0,0.0,69.0,100.0,2025-02
2025-02-27,Mixed Adult,70.0,0.0,70.0,100.0,2025-02
2025-02-27,Mixed Adult,98.0,0.0,98.0,100.0,2025-02
2025-02-27,Mixed Adult,30.0,0.0,30.0,100.0,2025-02
2025-02-27,Mixed Adult,149.0,1.0,150.0,99.33,2025-02
2025-02-27,Youth,4.0,1.0,5.0,80.0,2025-02
2025-02-27,Youth,23.0,2.0,25.0,92.0,2025-02
2025-02-27,Men,19.0,6.0,25.0,76.0,2025-02
2025-02-27,Men,35.0,0.0,35.0,100.0,2025-02
2025-02-27,Men,5.0,0.0,5.0,100.0,2025-02
2025-02-27,Men,21.0,0.0,21.0,100.0,2025-02
2025-02-27,Women,61.0,0.0,61.0,100.0,2025-02
2025-02-27,Mixed Adult,92.0,2.0,94.0,97.87,2025-02
2025-02-27,Men,34.0,0.0,34.0,100.0,2025-02
2025-02-27,Women,62.0,0.0,62.0,100.0,2025-02
2025-02-27,Men,71.0,0.0,71.0,100.0,2025-02
2025-02-27,Mixed Adult,88.0,0.0,88.0,100.0,2025-02
2025-02-27,Men,278.0,0.0,278.0,100.0,2025-02
2025-02-27,Women,131.0,0.0,131.0,100.0,2025-02
2025-02-27,Men,2.0,0.0,2.0,100.0,2025-02
2025-02-27,Mixed Adult,1.0,0.0,1.0,100.0,2025-02
2025-02-27,Mixed Adult,31.0,7.0,38.0,81.58,2025-02
2025-02-27,Mixed Adult,20.0,0.0,20.0,100.0,2025-02
2025-02-27,Mixed Adult,79.0,1.0,80.0,98.75,2025-02
2025-02-27,Mixed Adult,49.0,0.0,49.0,100.0,2025-02
2025-02-27,Youth,44.0,1.0,45.0,97.78,2025-02
2025-02-27,Youth,23.0,0.0,23.0,100.0,2025-02
2025-02-27,Mixed Adult,30.0,0.0,30.0,100.0,2025-02
2025-02-27,Men,52.0,2.0,54.0,96.3,2025-02
2025-02-27,Men,14.0,3.0,17.0,82.35,2025-02
2025-02-27,Men,16.0,1.0,17.0,94.12,2025-02
2025-02-27,Youth,9.0,3.0,12.0,75.0,2025-02
2025-02-27,Youth,8.0,6.0,14.0,57.14,2025-02
2025-02-27,Women,15.0,1.0,16.0,93.75,2025-02
2025-02-27,Women,24.0,0.0,24.0,100.0,2025-02
2025-02-27,Women,12.0,0.0,12.0,100.0,2025-02
2025-02-27,Women,29.0,0.0,29.0,100.0,2025-02
2025-02-27,Women,5.0,0.0,5.0,100.0,2025-02
2025-02-27,Women,39.0,0.0,39.0,100.0,2025-02
2025-02-27,Women,30.0,0.0,30.0,100.0,2025-02
2025-02-27,Mixed Adult,69.0,2.0,71.0,97.18,2025-02
2025-02-27,Women,30.0,0.0,30.0,100.0,2025-02
2025-02-27,Mixed Adult,94.0,0.0,94.0,100.0,2025-02
2025-02-27,Women,86.0,0.0,86.0,100.0,2025-02
2025-02-27,Men,78.0,0.0,78.0,100.0,2025-02
2025-02-27,Men,264.0,0.0,264.0,100.0,2025-02
2025-02-27,Men,52.0,0.0,52.0,100.0,2025-02
2025-02-27,Men,46.0,0.0,46.0,100.0,2025-02
2025-02-27,Women,37.0,0.0,37.0,100.0,2025-02
2025-02-27,Men,71.0,0.0,71.0,100.0,2025-02
2025-02-27,Men,65.0,0.0,65.0,100.0,2025-02
2025-02-27,Mixed Adult,8.0,0.0,8.0,100.0,2025-02
2025-02-27,Youth,35.0,0.0,35.0,100.0,2025-02
2025-02-27,Mixed Adult,32.0,0.0,32.0,100.0,2025-02
2025-02-27,Women,12.0,0.0,12.0,100.0,2025-02
2025-02-27,Youth,40.0,0.0,40.0,100.0,2025-02
2025-02-27,Youth,25.0,0.0,25.0,100.0,2025-02
2025-02-27,Women,31.0,0.0,31.0,100.0,2025-02
2025-02-27,Youth,31.0,0.0,31.0,100.0,2025-02
2025-02-27,Women,28.0,0.0,28.0,100.0,2025-02
2025-02-27,Youth,27.0,0.0,27.0,100.0,2025-02
2025-02-27,Youth,33.0,0.0,33.0,100.0,2025-02
2025-02-27,Youth,19.0,1.0,20.0,95.0,2025-02
2025-02-27,Youth,10.0,0.0,10.0,100.0,2025-02
2025-02-27,Youth,35.0,6.0,41.0,85.37,2025-02
2025-02-28,Mixed Adult,6.0,2.0,8.0,75.0,2025-02
2025-02-28,Mixed Adult,7.0,1.0,8.0,87.5,2025-02
2025-02-28,Men,42.0,0.0,42.0,100.0,2025-02
2025-02-28,Men,30.0,0.0,30.0,100.0,2025-02
2025-02-28,Mixed Adult,20.0,3.0,23.0,86.96,2025-02
2025-02-28,Youth,1.0,2.0,3.0,33.33,2025-02
2025-02-28,Mixed Adult,50.0,3.0,53.0,94.34,2025-02
2025-02-28,Men,18.0,0.0,18.0,100.0,2025-02
2025-02-28,Men,67.0,1.0,68.0,98.53,2025-02
2025-02-28,Men,48.0,0.0,48.0,100.0,2025-02
2025-02-28,Men,101.0,0.0,101.0,100.0,2025-02
2025-02-28,Men,1.0,9.0,10.0,10.0,2025-02
2025-02-28,Mixed Adult,93.0,0.0,93.0,100.0,2025-02
2025-02-28,Men,62.0,0.0,62.0,100.0,2025-02
2025-02-28,Men,59.0,9.0,68.0,86.76,2025-02
2025-02-28,Men,121.0,0.0,121.0,100.0,2025-02
2025-02-28,Men,26.0,10.0,36.0,72.22,2025-02
2025-02-28,Men,53.0,0.0,53.0,100.0,2025-02
2025-02-28,Men,102.0,0.0,102.0,100.0,2025-02
2025-02-28,Mixed Adult,32.0,3.0,35.0,91.43,2025-02
2025-02-28,Women,86.0,0.0,86.0,100.0,2025-02
2025-02-28,Men,28.0,0.0,28.0,100.0,2025-02
2025-02-28,Youth,61.0,1.0,62.0,98.39,2025-02
2025-02-28,Youth,2.0,0.0,2.0,100.0,2025-02
2025-02-28,Youth,10.0,0.0,10.0,100.0,2025-02
2025-02-28,Youth,93.0,1.0,94.0,98.94,2025-02
2025-02-28,Youth,9.0,0.0,9.0,100.0,2025-02
2025-02-28,Youth,30.0,0.0,30.0,100.0,2025-02
2025-02-28,Youth,28.0,0.0,28.0,100.0,2025-02
2025-02-28,Mixed Adult,78.0,0.0,78.0,100.0,2025-02
2025-02-28,Mixed Adult,139.0,11.0,150.0,92.67,2025-02
2025-02-28,Mixed Adult,50.0,0.0,50.0,100.0,2025-02
2025-02-28,Mixed Adult,62.0,0.0,62.0,100.0,2025-02
2025-02-28,Mixed Adult,4.0,0.0,4.0,100.0,2025-02
2025-02-28,Men,30.0,0.0,30.0,100.0,2025-02
2025-02-28,Mixed Adult,45.0,1.0,46.0,97.83,2025-02
2025-02-28,Youth,50.0,0.0,50.0,100.0,2025-02
2025-02-28,Youth,40.0,0.0,40.0,100.0,2025-02
2025-02-28,Mixed Adult,5.0,0.0,5.0,100.0,2025-02
