_id,Sample Number,Sample Date,PartialPostalCode,Lead Amount (ppm)
892,1588759,2014-05-26,M6M,0.000997
893,1587643,2014-05-26,M4N,0.0000589
894,1587704,2014-05-26,M4J,0.00354
895,1589006,2014-05-26,M5M,0.000348
896,1588625,2014-05-26,M6S,<0.00005
897,1587406,2014-05-26,M6N,0.00672
898,1589078,2014-05-26,M4Y,0.0000680
899,1588757,2014-05-26,M6H,0.000771
900,1587360,2014-05-26,M5R,0.0000897
901,1587574,2014-05-26,M4J,0.000397
902,1589092,2014-05-26,M6J,0.00180
903,1587917,2014-05-26,M8V,<0.00005
904,1587979,2014-05-26,M8X,0.000106
905,1589513,2014-05-26,M4L,0.00136
906,1587194,2014-05-26,M9M,0.000188
907,1587929,2014-05-26,M6R,0.00148
908,1589919,2014-05-26,M4S,0.00305
909,1589076,2014-05-26,M4T,0.000181
910,1587932,2014-05-27,M6N,0.000215
911,1587948,2014-05-27,M6S,0.000202
912,1587390,2014-05-27,M4G,0.00560
913,1587358,2014-05-27,M4G,0.00619
914,1587732,2014-05-27,M2K,0.000193
915,1590450,2014-05-27,M6S,0.000200
916,1587536,2014-05-27,M6R,0.000248
917,1587392,2014-05-27,M5A,0.00711
918,1589435,2014-05-27,M6H,0.00542
919,1587394,2014-05-27,M4E,0.00196
920,1587376,2014-05-27,M4N,0.00399
921,1587640,2014-05-27,M5M,0.000365
922,1589944,2014-05-27,M4L,0.0248
923,1591206,2014-05-27,M4J,0.000106
924,1587723,2014-05-27,M5M,0.00413
925,1589014,2014-05-27,M6H,0.000578
926,1587681,2014-05-27,M4M,0.0110
927,1587727,2014-05-27,M5M,0.000504
928,1589487,2014-05-27,M6P,0.00113
929,1587404,2014-05-27,M5M,0.00243
930,1589169,2014-05-27,M4K,<0.00005
931,1587987,2014-05-27,M6P,<0.00005
932,1589489,2014-05-27,M3A,0.000487
933,1588825,2014-05-27,M6G,0.000664
934,1587636,2014-05-27,M4R,0.000342
935,1589507,2014-05-27,M4C,0.00299
936,1587935,2014-05-27,M6E,0.00206
937,1587353,2014-05-27,M5S,<0.00005
938,1587946,2014-05-27,M6R,0.000174
939,1590146,2014-05-27,M6S,0.00267
940,1587046,2014-05-27,M4J,0.00149
941,1587357,2014-05-27,M4K,0.00106
942,1587644,2014-05-27,M4R,0.000139
943,1587503,2014-05-27,M4C,0.00211
944,1589964,2014-05-27,M4L,0.0000991
945,1587984,2014-05-27,M6P,0.0000717
946,1587909,2014-05-27,M4C,0.000286
947,1587927,2014-05-27,M8V,0.0000708
948,1589710,2014-05-27,M4L,<0.00005
949,1587487,2014-05-27,M4J,0.00601
950,1589943,2014-05-27,M4J,0.00216
951,1591503,2014-05-27,M6P,0.0000532
952,1587990,2014-05-27,M6S,0.00249
953,1589430,2014-05-27,M4L,0.000202
954,1589171,2014-05-27,M4B,0.000255
955,1587989,2014-05-27,M6S,0.00485
956,1588989,2014-05-27,M8Y,0.0000980
957,1587389,2014-05-27,M4G,0.000283
958,1587749,2014-05-27,M4N,0.00570
959,1587940,2014-05-27,M6P,0.0116
960,1588961,2014-05-27,M6R,0.000384
961,1589918,2014-05-27,M6J,0.000989
962,1587657,2014-05-27,M4N,0.000126
963,1589234,2014-05-27,M6G,0.000103
964,1588611,2014-05-27,M9B,0.0000631
965,1589920,2014-05-27,M4B,0.0000829
966,1587981,2014-05-27,M6S,0.0000762
967,1588962,2014-05-27,M1K,<0.00005
968,1589069,2014-05-27,M4W,<0.00005
969,1589003,2014-05-27,M4M,0.00710
970,1589013,2014-05-27,M5S,0.000293
971,1589505,2014-05-27,M4L,0.00169
972,1591096,2014-05-27,M6P,0.000553
973,1589000,2014-05-27,M4G,0.00579
974,1588970,2014-05-27,M6E,0.00201
975,1586785,2014-05-27,M9P,0.00358
976,1587641,2014-05-27,M5N,0.000308
977,1587943,2014-05-27,M8X,0.000118
978,1587581,2014-05-27,M5M,0.000139
979,1590754,2014-05-27,M4R,0.00350
980,1589283,2014-05-27,M4C,0.00271
981,1589058,2014-05-27,M6E,0.000941
982,1588756,2014-05-27,M6E,0.000672
983,1590634,2014-05-27,M4N,0.0170
984,1589497,2014-05-27,M4J,<0.00005
985,1597111,2014-05-27,M5N,<0.00005
986,1588969,2014-05-27,M4N,0.00375
987,1587651,2014-05-27,M2N,0.00148
988,1588816,2014-05-27,M8W,<0.00005
989,1589084,2014-05-27,M4V,0.000650
990,1588827,2014-05-27,M6M,<0.00005
991,1588769,2014-05-27,M6M,0.00308
992,1588978,2014-05-27,M4R,0.00188
993,1589077,2014-05-27,M4K,0.00212
994,1590745,2014-05-27,M5M,0.000682
995,1588760,2014-05-27,M6M,0.0000699
996,1593874,2014-05-27,M4N,0.00392
997,1590770,2014-05-27,M5M,0.0000521
998,1587379,2014-05-27,M4R,0.00137
999,1589474,2014-05-27,M8W,0.0000981
1000,1589012,2014-05-27,M6R,0.000112
1001,1588979,2014-05-27,M6E,0.0000633
1002,1589495,2014-05-27,M6P,0.000155
1003,1589018,2014-05-27,M5S,0.00150
1004,1588777,2014-05-27,M6R,0.000162
1005,1589500,2014-05-27,M4J,0.00446
1006,1588940,2014-05-27,M5M,<0.00005
1007,1591027,2014-05-27,M4G,0.0000859
1008,1590159,2014-05-27,M4M,0.000131
1009,1589917,2014-05-27,M4C,0.00344
1010,1588799,2014-05-27,M6R,0.000371
1011,1589501,2014-05-27,M4L,0.00137
1012,1591353,2014-05-27,M4C,0.00919
1013,1589104,2014-05-28,M4M,0.00709
1014,1588758,2014-05-28,M9W,0.0000652
1015,1588975,2014-05-28,M4T,0.000580
1016,1589091,2014-05-28,M5S,0.00243
1017,1589083,2014-05-28,M5M,0.000405
1018,1589088,2014-05-28,M6N,<0.00005
1019,1588985,2014-05-28,M6S,0.000418
1020,1588981,2014-05-28,M5M,0.000203
1021,1588954,2014-05-28,M6M,0.0000775
1022,1590436,2014-05-28,M4M,0.000339
1023,1588764,2014-05-28,M6R,0.00903
1024,1589133,2014-05-28,M6P,0.00265
1025,1588754,2014-05-28,M6R,0.0000786
1026,1588780,2014-05-28,M6S,0.000113
1027,1588748,2014-05-28,M9W,<0.00005
1028,1588904,2014-05-28,M2N,0.00442
1029,1589523,2014-05-28,M4X,0.00370
1030,1589527,2014-05-28,M4L,0.00174
1031,1589173,2014-05-28,M8Z,0.0000622
1032,1589090,2014-05-28,M5N,0.00160
1033,1589064,2014-05-28,M6R,0.00111
1034,1587933,2014-05-28,M6P,<0.00005
1035,1607917,2014-05-28,M2M,0.000757
1036,1588823,2014-05-28,M4R,0.00233
1037,1589448,2014-05-28,M6P,<0.00005
1038,1590176,2014-05-28,M6K,0.00250
1039,1589086,2014-05-28,M4C,0.000297
1040,1588819,2014-05-28,M6P,0.00165
1041,1588830,2014-05-28,M6S,0.0000621
1042,1588947,2014-05-28,M4P,0.000200
1043,1589081,2014-05-28,M4C,0.00127
1044,1589452,2014-05-28,M6C,0.00193
1045,1588809,2014-05-28,M6P,0.000370
1046,1590769,2014-05-28,M1S,0.000738
1047,1598960,2014-05-28,M6P,0.00328
1048,1589103,2014-05-28,M4N,0.00153
1049,1588901,2014-05-28,M9W,0.0000620
1050,1589048,2014-05-28,M8V,<0.00005
1051,1589454,2014-05-28,M4G,0.000229
1052,1588971,2014-05-28,M5M,0.00213
1053,1588958,2014-05-28,M8Z,0.000190
1054,1589072,2014-05-28,M6H,<0.00005
1055,1588893,2014-05-28,M8Z,0.000228
1056,1589010,2014-05-28,M5V,0.000156
1057,1589445,2014-05-28,M4K,0.0000950
1058,1588806,2014-05-28,M6G,0.000374
1059,1590158,2014-05-28,M6C,0.00581
1060,1589958,2014-05-28,M4K,0.000140
1061,1589498,2014-05-28,M6R,0.0000746
1062,1589082,2014-05-28,M5A,0.000947
1063,1589550,2014-05-28,M1N,0.000107
1064,1588787,2014-05-28,M6S,0.0000509
1065,1590763,2014-05-28,M1J,0.000293
1066,1589915,2014-05-28,M4G,0.00670
1067,1588896,2014-05-28,M6R,0.000129
1068,1589165,2014-05-28,M5R,0.000241
1069,1588752,2014-05-28,M9B,0.000251
1070,1586963,2014-05-28,M6S,0.00183
1071,1588966,2014-05-28,M6P,<0.00005
1072,1588950,2014-05-28,M5M,0.000107
1073,1589531,2014-05-28,M4C,0.000149
1074,1588948,2014-05-28,M6H,0.00252
1075,1590637,2014-05-28,M6C,0.00246
1076,1588813,2014-05-28,M6S,<0.00005
1077,1589472,2014-05-28,M6R,0.000152
1078,1587282,2014-05-28,M8Y,0.00330
1079,1589519,2014-05-28,M4K,0.0000769
1080,1590170,2014-05-28,M6H,0.00653
1081,1590435,2014-05-28,M6G,0.00297
1082,1587310,2014-05-28,M4T,0.00899
1083,1589450,2014-05-28,M4J,0.000223
1084,1590639,2014-05-28,M5N,0.00281
1085,1588890,2014-05-28,M6G,0.000574
1086,1589545,2014-05-28,M4C,0.000270
1087,1588951,2014-05-28,M6S,0.00177
1088,1591044,2014-05-28,M2K,0.000126
1089,1590588,2014-05-28,M9B,<0.00005
1090,1589451,2014-05-28,M6S,<0.00005
1091,1588888,2014-05-28,M8X,0.000103
1092,1594638,2014-05-28,M6S,0.0000866
1093,1588982,2014-05-28,M4J,0.00459
1094,1590243,2014-05-28,M6P,0.000379
1095,1590961,2014-05-28,M4C,0.0105
1096,1589469,2014-05-28,M6R,0.00243
1097,1588983,2014-05-28,M4B,0.0000702
1098,1588980,2014-05-28,M8Z,0.0000645
1099,1590408,2014-05-28,M8Z,0.000150
1100,1589428,2014-05-28,M6P,0.00181
1101,1589075,2014-05-28,M6H,<0.00005
1102,1590826,2014-05-28,M5M,0.000207
1103,1590935,2014-05-28,M5M,0.000166
1104,1590177,2014-05-28,M6N,0.00157
1105,1591070,2014-05-28,M5N,<0.00005
1106,1590832,2014-05-28,M5M,0.000195
1107,1588995,2014-05-29,M1K,0.0000794
1108,1589347,2014-05-29,M1C,0.000159
1109,1590616,2014-05-29,M2H,<0.00005
1110,1593135,2014-05-29,M8Z,0.000147
1111,1589916,2014-05-29,M4G,0.000709
1112,1590658,2014-05-29,M5M,0.000125
1113,1589458,2014-05-29,M6P,0.00228
1114,1589089,2014-05-29,M6G,0.00101
1115,1590585,2014-05-29,M8X,0.000139
1116,1590613,2014-05-29,M3A,0.000178
1117,1590153,2014-05-29,M5P,0.00256
1118,1589067,2014-05-29,M4S,0.00413
1119,1589967,2014-05-29,M6S,0.0000672
1120,1589446,2014-05-29,M9R,0.0000712
1121,1590406,2014-05-29,M4X,0.00119
1122,1589136,2014-05-29,M4R,0.000112
1123,1590440,2014-05-29,M4W,0.00577
1124,1590617,2014-05-29,M5N,0.000125
1125,1589455,2014-05-29,M6E,0.00947
1126,1589262,2014-05-29,M4L,0.000114
1127,1591097,2014-05-29,M6E,0.000362
1128,1589456,2014-05-29,M8Z,<0.00005
1129,1590817,2014-05-29,M4N,0.000216
1130,1591319,2014-05-29,M4C,0.00127
1131,1589066,2014-05-29,M4X,0.00268
1132,1590656,2014-05-29,M5M,0.00450
1133,1591325,2014-05-29,M1N,<0.00005
1134,1589459,2014-05-29,M6R,0.00561
1135,1589499,2014-05-29,M5R,0.000150
1136,1587621,2014-05-29,M4E,0.00352
1137,1589442,2014-05-29,M5P,0.00495
1138,1587639,2014-05-29,M4N,0.00499
1139,1597247,2014-05-29,M6P,0.00615
1140,1589471,2014-05-29,M6H,0.000287
1141,1589385,2014-05-29,M4L,0.000538
1142,1590767,2014-05-29,M1M,0.000136
1143,1589085,2014-05-29,M5A,0.000568
1144,1591029,2014-05-29,M6E,0.00837
1145,1589419,2014-05-29,M4C,0.0000997
1146,1590651,2014-05-29,M4N,0.00282
1147,1589407,2014-05-29,M4J,0.00381
1148,1589470,2014-05-29,M6K,0.00158
1149,1589534,2014-05-29,M1N,0.00198
1150,1587986,2014-05-29,M6R,0.000266
1151,1590812,2014-05-29,M6E,0.000103
1152,1589510,2014-05-29,M4E,0.00147
1153,1590426,2014-05-29,M6P,<0.00005
1154,1589314,2014-05-29,M4J,0.00183
1155,1589966,2014-05-29,M6G,0.00122
1156,1589449,2014-05-29,M9W,<0.00005
1157,1590434,2014-05-29,M8V,0.000113
1158,1590421,2014-05-29,M6R,0.00180
1159,1590168,2014-05-29,M6P,0.0000765
1160,1591282,2014-05-29,M4J,<0.00005
1161,1590752,2014-05-29,M1M,0.000535
1162,1589502,2014-05-29,M4C,0.00168
1163,1589280,2014-05-29,M4K,0.000733
1164,1590757,2014-05-29,M1G,0.000200
1165,1590165,2014-05-29,M6P,0.000188
1166,1591323,2014-05-29,M1P,0.000158
1167,1590374,2014-05-29,M6P,<0.00005
1168,1590839,2014-05-29,M6E,0.0000640
1169,1589263,2014-05-29,M4X,0.696
1170,1589506,2014-05-29,M4J,0.0000801
1171,1590584,2014-05-29,M6M,0.0000558
1172,1590759,2014-05-29,M1L,0.00393
1173,1591084,2014-05-29,M6E,0.000747
1174,1591069,2014-05-29,M6H,0.0000616
1175,1591039,2014-05-29,M3H,0.000112
1176,1590438,2014-05-29,M4E,0.000627
1177,1589983,2014-05-29,M4X,0.00351
1178,1591328,2014-05-29,M4C,0.00856
1179,1591033,2014-05-29,M6E,0.000346
1180,1589460,2014-05-29,M9P,0.000536
1181,1590734,2014-05-29,M1M,0.000217
1182,1590302,2014-05-30,M6S,0.0000875
1183,1590166,2014-05-30,M6J,0.0150
1184,1589261,2014-05-30,M4P,0.00784
1185,1590236,2014-05-30,M6N,0.000878
1186,1589447,2014-05-30,M4L,<0.00005
1187,1591552,2014-05-30,M4K,0.0000665
1188,1590383,2014-05-30,M4N,0.00345
1189,1590414,2014-05-30,M8X,0.000953
1190,1590818,2014-05-30,M5M,0.000145
1191,1590636,2014-05-30,M2N,0.000114
1192,1589973,2014-05-30,M6G,0.0000650
1193,1590820,2014-05-30,M3H,0.000225
1194,1590587,2014-05-30,M6S,<0.00005
1195,1590852,2014-05-30,M5M,0.000125
1196,1590982,2014-05-30,M2J,0.0000626
1197,1590167,2014-05-30,M6H,0.000151
1198,1590433,2014-05-30,M4K,0.000333
1199,1590819,2014-05-30,M4K,0.000259
1200,1590816,2014-05-30,M4G,<0.00005
1201,1590164,2014-05-30,M6C,0.0354
1202,1590441,2014-05-30,M8Z,0.0000961
1203,1590771,2014-05-30,M4E,0.00199
1204,1590169,2014-05-30,M6P,0.00116
1205,1590175,2014-05-30,M6P,0.00373
1206,1590411,2014-05-30,M6S,0.000106
1207,1591574,2014-05-30,M6H,0.000125
1208,1591391,2014-05-30,M4M,0.00350
1209,1590347,2014-05-30,M6R,0.0000975
1210,1590365,2014-05-30,M5T,0.00398
1211,1590151,2014-05-30,M6R,0.000377
1212,1597234,2014-05-30,M4Y,0.0000772
1213,1590171,2014-05-30,M8W,<0.00005
1214,1590618,2014-05-30,M4N,0.00514
1215,1590160,2014-05-30,M6S,0.000583
1216,1591364,2014-05-30,M4E,0.000155
1217,1591365,2014-05-30,M4L,0.000701
1218,1591372,2014-05-30,M4M,0.00543
1219,1590447,2014-05-30,M6N,0.00402
1220,1590760,2014-05-30,M1R,0.0000936
1221,1589074,2014-05-30,M6J,0.0000788
1222,1588913,2014-05-30,M6S,0.000153
1223,1589080,2014-05-30,M4M,0.00823
1224,1591348,2014-05-30,M4J,0.00230
1225,1591278,2014-05-30,M4L,0.000411
1226,1590586,2014-05-30,M6R,0.00107
1227,1590173,2014-05-30,M6S,0.000103
1228,1591551,2014-05-30,M4J,0.00435
1229,1591284,2014-05-30,M4L,0.00338
1230,1590468,2014-05-30,M8V,<0.00005
1231,1590437,2014-05-30,M4M,0.00368
1232,1591351,2014-05-30,M4J,0.00172
1233,1590157,2014-05-30,M9W,0.000128
1234,1590174,2014-05-30,M6R,0.000105
1235,1590766,2014-05-30,M4N,0.000133
1236,1591374,2014-05-30,M4J,0.000124
1237,1591094,2014-05-30,M4C,0.000221
1238,1591095,2014-05-30,M4B,0.000483
1239,1601165,2014-05-30,M6H,0.0000683
1240,1591649,2014-05-31,M6H,0.000206
1241,1597005,2014-05-31,M4L,<0.00005
1242,1595335,2014-05-31,M4E,0.000209
1243,1590630,2014-05-31,M4C,0.000657
1244,1591627,2014-05-31,M9N,0.000232
1245,1591354,2014-05-31,M6P,0.000678
1246,1597916,2014-05-31,M4J,0.00307
1247,1591565,2014-05-31,M6P,<0.00005
1248,1591218,2014-06-01,M4B,<0.00005
1249,1591636,2014-06-01,M6N,0.00221
1250,1591377,2014-06-01,M4C,0.00404
1251,1591542,2014-06-01,M4L,0.0122
1252,1598349,2014-06-01,M4J,0.00208
1253,1591630,2014-06-01,M6P,0.00323
1254,1591327,2014-06-01,M4L,0.00456
1255,1591444,2014-06-01,M9B,0.00135
1256,1589990,2014-06-01,M4S,0.000277
1257,1594120,2014-06-01,M5M,0.000106
